Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	T.brucei RNA Seq data from George Cross - procyclic form - nonunique (Tb PCF BSF RSeq)	T.brucei RNA Seq data from George Cross - blood form - nonunique (Tb PCF BSF RSeq)	sense - PCF mRNA	sense - slBF mRNA	sense - cBF mRNA	sense - PF mRNA	sense - BF mRNA	
Tb927.5.1520	Tb927.5.1520:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:536,262..539,010(-)	ATP-dependent protease ATPase subunit HslU1	37.35	19.62	11.85	9.89	10.84	12.7	22.63	
Tb927.5.1530	Tb927.5.1530:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:539,207..541,060(-)	Flavin-binding monooxygenase-like, putative	24.69	18.26	17	15.44	18.93	13.06	20.67	
Tb927.5.1540	Tb927.5.1540:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:540,972..543,465(-)	hypothetical protein, conserved	5.67	6.95	7.4	8.33	10.16	4.53	11.43	
Tb927.5.1550	Tb927.5.1550:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:543,987..545,810(-)	mitochondrial carrier protein	20.73	17.05	11.8	9.2	15.87	5.55	15.73	
Tb927.5.1560	Tb927.5.1560:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:545,972..548,567(-)	ATP-dependent DEAD/H RNA helicase, putative	12.49	6.81	10.26	5.73	8.42	7.65	10.48	
Tb927.5.1570	Tb927.5.1570:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:548,837..552,161(-)	zinc finger CCCH domain containing protein 12	8.08	10.8	5.27	5.53	8.65	4.16	15.93	
Tb927.5.1580	Tb927.5.1580:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:552,260..555,599(-)	zinc finger CCCH domain containing protein 13	5.42	6.8	4.52	7.25	8.61	4.64	12.69	
Tb927.5.1590	Tb927.5.1590:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:562,241..563,224(+)	hypothetical protein, conserved	6.88	8.4	18.08	19	16.87	5.95	13.36	
Tb927.5.160	Tb927.5.160:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_05_v5.1:28,637..30,332(+)	retrotransposon hot spot protein (RHS, pseudogene), putative	7.16	24.3	9.18	12.42	46.82	5.31	35.59	
Tb927.5.1600	Tb927.5.1600:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:564,982..567,799(+)	hypothetical protein, conserved	9.96	7.25	5.86	8.55	5.92	4.05	12.68	
Tb927.5.1610	Tb927.5.1610:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:568,154..568,951(+)	60S ribosomal protein L13a, putative	485.03	428.2	764.98	477.88	491.65	669.75	671.47	
Tb927.5.1620	Tb927.5.1620:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:569,207..570,410(+)	hypothetical protein, conserved	19.17	17.26	25.03	16.58	21.71	13.62	25.53	
Tb927.5.1630	Tb927.5.1630:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:570,584..571,496(+)	hypothetical protein, conserved	17.65	21.12	51.05	29.58	60.32	19.92	61.04	
Tb927.5.1640	Tb927.5.1640:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:571,653..574,319(+)	hypothetical protein, conserved	7.91	11.84	9.33	17.25	11.34	4.36	13.75	
Tb927.5.1650	Tb927.5.1650:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:574,781..576,916(+)	CMGC/DYRK protein kinase, putative	11.37	8.38	3.59	6.1	6.99	2.31	10.66	
Tb927.5.1660	Tb927.5.1660:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:580,736..583,834(+)	pyruvate dehydrogenase phosphatase, putative	23.05	22.7	12.56	11	15.28	15.8	46.24	
Tb927.5.1670	Tb927.5.1670:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:584,184..585,232(+)	hypothetical protein, conserved	8.92	8.21	15.73	16.69	17.17	8.87	21.71	
Tb927.5.1680	Tb927.5.1680:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:585,799..591,815(+)	hypothetical protein, conserved	6.88	4.98	5.88	8.54	7.01	7.45	9.66	
Tb927.5.1690	Tb927.5.1690:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:591,871..594,676(+)	hypothetical protein, conserved	14.68	10.59	11.33	13.42	11.48	11.29	27.52	
Tb927.5.170	Tb927.5.170:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:31,668..32,545(-)	hypothetical protein, conserved	2.27	6.14	0.87	2.44	8.86	1.56	7.59	
Tb927.5.1700	Tb927.5.1700:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:594,811..597,911(+)	replication Factor A 28 kDa subunit, putative	15.21	14.99	14.99	11.02	9.77	18.18	25.02	
Tb927.5.1710	Tb927.5.1710:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:597,756..598,939(+)	ATP synthase F(0) complex subunit B, mitochondrial, putative	124.88	51.67	116.27	27.8	30.38	29.04	48.16	
Tb927.5.1720	Tb927.5.1720:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:600,077..601,997(+)	hypothetical protein, conserved	32.84	17.45	24.71	19.43	27.36	13.4	19.66	
Tb927.5.1730	Tb927.5.1730:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:602,452..603,281(+)	Ecotin-like protein	42.44	43.28	27.4	54.94	43.35	10.66	34.58	
Tb927.5.1740	Tb927.5.1740:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:603,407..604,091(+)	hypothetical protein	29.34	29.66	17.67	44.24	32.02	31.28	59.74	
Tb927.5.1750	Tb927.5.1750:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:604,221..606,194(+)	conserved protein, unknown function	10.28	8.66	13.85	9.91	11.8	11.11	16.79	
Tb927.5.1760	Tb927.5.1760:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:606,341..609,254(+)	Isoprenylcysteine alpha-carbonyl methylesterase, putative	15.91	21.82	5.18	12.81	9.35	7.97	12.26	
Tb927.5.1770	Tb927.5.1770:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:609,952..612,212(+)	RNA pseudouridylate synthase, putative	22.53	30.92	8.92	16.6	15.15	16.16	29.81	
Tb927.5.1780	Tb927.5.1780:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:612,331..614,793(+)	hypothetical protein, conserved	68.03	34.49	28.35	40.31	34.56	27.57	41.42	
Tb927.5.1790	Tb927.5.1790:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:615,007..617,214(+)	Mitochondrial SSU ribosomal protein, putative	44.61	30.31	46.85	26.86	30.99	33.38	34.63	
Tb927.5.180	Tb927.5.180:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_05_v5.1:32,470..37,755(+)	variant surface glycoprotein, degenerate	5.38	9.62	0.09	0.2	0.11	0.02	0.11	
Tb927.5.1800	Tb927.5.1800:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:617,331..617,967(+)	hypothetical protein, conserved	35.3	37.66	78.53	77.2	73.77	58.73	90.98	
Tb927.5.1810	Tb927.5.1810:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:618,076..620,849(+)	lysosomal/endosomal membrane protein p67	168.22	266.55	116.96	231.39	206.55	89.82	297.62	
Tb927.5.1820	Tb927.5.1820:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:621,014..621,511(+)	60S acidic ribosomal protein, putative	435.96	259.98	1327.83	600.26	812.29	725.68	613.09	
Tb927.5.1830	Tb927.5.1830:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:622,146..625,006(+)	lysosomal/endosomal membrane protein p67	155.53	248.18	107.3	210.06	186.64	80.23	265.4	
Tb927.5.1840	Tb927.5.1840:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:625,114..625,779(+)	hypothetical protein, conserved	21.21	17.58	35.78	30.86	38.76	19.83	35.59	
Tb927.5.1850	Tb927.5.1850:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:625,890..635,424(+)	hypothetical protein, conserved	7.37	5.2	4.7	11.57	4.83	1.36	5.65	
Tb927.5.1860	Tb927.5.1860:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:635,578..637,245(+)	hypothetical protein, conserved	8.59	9.5	13.43	20.68	19.64	7.49	16.32	
Tb927.5.1870	Tb927.5.1870:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:637,389..640,354(+)	Fidgetin, putative	11.67	16.56	19.29	19.99	21.89	11.63	23.85	
Tb927.5.1880	Tb927.5.1880:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:640,469..641,400(+)	inhibitor of serine peptidase (ISP), putative	13.02	31.9	22.31	35.44	40.02	33.28	69.73	
Tb927.5.1890	Tb927.5.1890:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:641,564..646,188(+)	hypothetical protein, conserved	9.47	7.57	6.14	14.36	9.59	6.22	13.01	
Tb927.5.190	Tb927.5.190:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_05_v5.1:39,520..40,955(+)	variant surface glycoprotein, degenerate	0	0	0	3.99	0.26	0	0	
Tb927.5.1900	Tb927.5.1900:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:646,310..648,837(+)	Outer dynein arm docking complex protein 1, putative	24.32	30.87	14.64	23.62	21.62	14.39	27.17	
Tb927.5.1910	Tb927.5.1910:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:649,016..652,553(+)	hypothetical protein, conserved	8.49	7.36	6.54	11.25	11.45	8.1	15.7	
Tb927.5.1920	Tb927.5.1920:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:652,976..655,145(+)	hypothetical protein, conserved	14.4	12.38	6.67	5.37	8.99	9.74	19.71	
Tb927.5.1930	Tb927.5.1930:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:655,259..656,112(+)	signal peptidase subunit, putative	41.01	80.1	44.8	57.86	89.4	22.66	114.69	
Tb927.5.1940	Tb927.5.1940:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:656,923..658,441(+)	hypothetical protein, conserved	19.52	20.63	30.84	24.84	26.22	13.64	27.06	
Tb927.5.1950	Tb927.5.1950:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:658,717..662,483(+)	hypothetical protein, conserved	3.59	6.46	2.77	8.59	5.55	2.71	9.34	
Tb927.5.1960	Tb927.5.1960:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:662,943..664,496(+)	hypothetical protein, conserved	6.4	8.64	16.53	23.15	16.95	5.48	18.59	
Tb927.5.1970	Tb927.5.1970:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:664,675..665,766(+)	hypothetical protein	4.01	6.1	2.3	11.41	3.55	1.1	5.43	
Tb927.5.1980	Tb927.5.1980:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:668,395..672,728(+)	Galactose oxidase, central domain/Kelch motif containing protein, putative	8.13	10.59	7.71	11.39	12.66	3.79	15.04	
Tb927.5.1990	Tb927.5.1990.1:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:671,000..674,892(+)	hypothetical protein, conserved	4.7	18.4	5.89	11.57	11.11	3.71	30.77	
Tb927.5.1990	Tb927.5.1990.2:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:671,000..674,892(+)	hypothetical protein, conserved	4.7	18.4	5.89	11.57	11.11	3.71	30.77	
Tb927.5.200	Tb927.5.200:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_05_v5.1:42,813..44,295(+)	variant surface glycoprotein, degenerate	0	0	0	0.33	0.03	0	0	
Tb927.5.2000	Tb927.5.2000:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:677,645..682,210(+)	hypothetical protein	1.74	6.86	1.87	9.82	5.9	1.36	19.26	
Tb927.5.2010	Tb927.5.2010:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:685,760..686,916(+)	hypothetical protein	5.85	8.23	8.23	12.93	7.63	6.71	14.08	
Tb927.5.2020	Tb927.5.2020:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:688,176..702,305(-)	hypothetical protein, conserved	6.75	6.12	1.53	1.26	2.48	2.2	2.48	
Tb927.5.2030	Tb927.5.2030:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:701,366..703,878(-)	hypothetical protein, conserved	25.74	14.71	15.29	9.79	19.74	14.24	17.9	
Tb927.5.2040	Tb927.5.2040:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:704,746..706,019(-)	hypothetical protein, conserved	14.21	14.6	9.54	7.89	12.22	6.65	11.19	
Tb927.5.2050	Tb927.5.2050:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:706,135..707,405(-)	Putative methyltransferase, putative	20.2	15.71	14.43	11.25	15.2	25.32	24.76	
Tb927.5.2060	Tb927.5.2060:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:707,573..709,968(-)	Cell division cycle 5-like protein	18.94	11.74	13.87	11.03	15.45	12.88	17.85	
Tb927.5.2070	Tb927.5.2070:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:710,143..712,376(-)	LSU ribosomal protein, mitochondrial, putative	15.86	14.59	10.38	9.42	13.27	9.18	18.9	
Tb927.5.2080	Tb927.5.2080:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:712,520..715,001(-)	GMP reductase	42.25	21.37	29.23	16.25	21.4	29.98	25.81	
Tb927.5.2090	Tb927.5.2090:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:716,294..720,202(-)	kinesin, putative	14.92	21.26	5.9	16.69	14.29	4.3	20.56	
Tb927.5.210	Tb927.5.210:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_05_v5.1:45,070..46,062(+)	expression site-associated gene 3 (ESAG3), degenerate	0	0	0.01	0.02	0.43	0	0.19	
Tb927.5.2100	Tb927.5.2100:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:720,529..722,027(-)	RNA-binding protein, putative	25.75	23.97	31.53	23.14	29.11	16.68	40.39	
Tb927.5.2110	Tb927.5.2110:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:722,185..722,986(-)	G-patch domain containing protein, putative	17.37	22.04	30.17	20.87	30.89	17.14	46.17	
Tb927.5.2120	Tb927.5.2120:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:723,650..728,529(-)	hypothetical protein, conserved	15.13	11.45	7.15	11.05	9.22	5.56	10.66	
Tb927.5.2130	Tb927.5.2130:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:727,259..730,580(-)	Lariat debranching enzyme, C-terminal domain containing protein, putative	8.63	8.36	9.86	9.13	11.88	7.55	12.99	
Tb927.5.2140	Tb927.5.2140:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:732,077..735,272(-)	regulator of nonsense transcripts 1	16.56	11.42	15.64	8.66	19.76	8.56	17.15	
Tb927.5.2150	Tb927.5.2150:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:734,758..737,200(-)	hypothetical protein, conserved	19.96	17.67	23.91	16.44	30.12	10.56	24.93	
Tb927.5.2160	Tb927.5.2160:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:747,905..748,486(+)	conserved protein	129.59	42.01	748.49	59.47	99.84	276.55	77.94	
Tb927.5.2170	Tb927.5.2170:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:749,382..750,025(+)	conserved protein	97.95	52.04	515.25	58.87	120.63	188.86	91.43	
Tb927.5.2180	Tb927.5.2180:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:750,145..751,747(+)	hypothetical protein, conserved	8.44	21.05	42.08	27.28	48.72	23.96	34.3	
Tb927.5.2190	Tb927.5.2190:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:751,870..753,225(+)	META domain/Domain of unknown function (DUF1935), putative	14.82	28.78	30.66	33.79	39.97	25.23	38.1	
Tb927.5.220	Tb927.5.220:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_05_v5.1:46,534..48,165(+)	variant surface glycoprotein, degenerate	0	0	0	0.01	0.01	0	0	
Tb927.5.2200	Tb927.5.2200:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:753,564..754,207(+)	META domain containing protein, putative	89.3	50.8	469.49	57.15	120.2	187.05	92.58	
Tb927.5.2210	Tb927.5.2210:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:754,327..755,818(+)	hypothetical protein, conserved	9.87	22.62	42.67	27.37	50.6	21.54	33.63	
Tb927.5.2220	Tb927.5.2220:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:756,052..757,407(+)	META domain/Domain of unknown function (DUF1935), putative	14.82	28.78	30.66	33.79	39.97	25.23	38.1	
Tb927.5.2230	Tb927.5.2230:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:757,746..758,389(+)	conserved protein	89.3	50.8	469.49	57.15	120.2	187.05	92.58	
Tb927.5.2240	Tb927.5.2240:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:758,509..760,000(+)	hypothetical protein, conserved	9.87	22.62	42.67	27.37	50.6	21.54	33.63	
Tb927.5.2250	Tb927.5.2250:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:760,234..761,589(+)	META domain/Domain of unknown function (DUF1935), putative	14.82	28.78	30.66	33.79	39.97	25.23	38.1	
Tb927.5.2260	Tb927.5.2260:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:761,928..762,699(+)	conserved protein	155.44	39.4	799.14	54.87	92.75	384.86	78.19	
Tb927.5.2270	Tb927.5.2270:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:762,812..764,433(+)	Component of motile flagella 44	11.41	11.96	17.83	13.44	20.26	11.16	21.35	
Tb927.5.2280	Tb927.5.2280:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:764,619..766,211(+)	acetyltransferase, putative	21.86	15.64	16.82	9.06	15.33	19.05	36.03	
Tb927.5.2290	Tb927.5.2290:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:766,331..773,163(+)	ATP-dependent RNA helicase, putative	14.65	6.3	6.27	6.25	9.48	14.24	16.77	
Tb927.5.230	Tb927.5.230:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:50,401..51,924(+)	variant surface glycoprotein (VSG, atypical), putative	0	0.08	0	0	0.01	0	0	
Tb927.5.2300	Tb927.5.2300:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:773,622..777,872(+)	formin, putative	12.45	6.78	2.88	3.86	3.62	3.63	9.5	
Tb927.5.2310	Tb927.5.2310:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:778,340..780,991(+)	Phosphorylated CTD interacting factor 1 WW domain containing protein, putative	8.78	6.67	6.41	6.92	9.29	6.06	14.52	
Tb927.5.2320	Tb927.5.2320:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:781,674..785,018(+)	Mak10 subunit, NatC N(alpha)-terminal acetyltransferase, putative	38.85	25.29	26.9	16.64	24.66	21.46	28.4	
Tb927.5.2325	Tb927.5.2325:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:785,166..786,324(+)	hypothetical protein	14.59	10.3	9.01	9.32	10.82	10	26.36	
Tb927.5.2330	Tb927.5.2330:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:786,579..800,194(+)	hypothetical protein, conserved	4.98	2.44	3.38	6.04	3.69	4.02	6.04	
Tb927.5.2340	Tb927.5.2340:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:800,573..802,489(+)	hypothetical protein, conserved	5.19	4.73	6.57	10.08	10.34	6.54	13.23	
Tb927.5.2350	Tb927.5.2350:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:803,258..805,899(+)	glycosyltransferase (GlcNAc), putative	5.12	5.6	2.72	3.81	3.88	2.4	4.84	
Tb927.5.2360	Tb927.5.2360:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:805,945..811,523(+)	hypothetical protein, conserved	2.6	3.23	0.88	1.82	1.06	0.79	2.89	
Tb927.5.2370	Tb927.5.2370:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:811,918..813,505(+)	hydrolase, alpha/beta fold family, putative	14.91	10.91	11.7	9.92	11.43	4.92	13.06	
Tb927.5.2380	Tb927.5.2380:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:813,677..814,904(+)	hydrolase, alpha/beta fold family, putative	26.09	16.17	29.39	16.88	29.83	13.66	25.63	
Tb927.5.2390	Tb927.5.2390:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:815,126..817,780(+)	hypothetical protein, conserved	6.52	10.42	2.25	6.33	3.63	2.69	10.53	
Tb927.5.240	Tb927.5.240:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_05_v5.1:53,876..56,087(+)	variant surface glycoprotein, degenerate	0	0	0	3.21	0.1	0	0	
Tb927.5.2400	Tb927.5.2400:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:818,041..823,848(+)	Peptidase C19, ubiquitin carboxyl-terminal hydrolase, putative	8.26	6.46	3.02	6.37	4.82	2.18	10.97	
Tb927.5.2410	Tb927.5.2410:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:824,283..830,177(+)	kinesin, putative	17.79	17.54	6.34	11.87	10.11	5.78	14.04	
Tb927.5.2420	Tb927.5.2420:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:830,293..833,301(+)	NOL1/NOP2/sun family, putative	10.32	7.29	7.71	7.21	9.63	8.1	14.09	
Tb927.5.2430	Tb927.5.2430:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:833,961..836,161(+)	membrane transporter protein, putative	57.14	30.77	22.66	12.75	26.86	36.51	36.26	
Tb927.5.2440	Tb927.5.2440:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:837,031..840,596(+)	Centrosomal protein of 164 kDa, putative	6.19	5.95	3.3	6.73	3.9	1.53	3.01	
Tb927.5.2450	Tb927.5.2450:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_05_v5.1:841,885..846,107(+)	5'-3' exoribonuclease B, putative (pseudogene)	13.57	11.5	7.07	10.35	9.21	3.91	9.47	
Tb927.5.2460	Tb927.5.2460:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:846,776..848,337(+)	hypothetical protein, conserved	7.01	6.1	8.7	14.02	11.07	3.85	14.94	
Tb927.5.2470	Tb927.5.2470:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:848,755..850,328(+)	hypothetical protein, conserved	3.54	5.91	5.88	10.31	5.2	2.37	8.94	
Tb927.5.2480	Tb927.5.2480:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:851,872..853,750(+)	hypothetical protein, conserved	4.66	5.8	2.06	7.95	4.75	1.66	10.64	
Tb927.5.2490	Tb927.5.2490:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_05_v5.1:856,943..859,222(+)	hypothetical protein, conserved, frameshift	4.8	8.51	3.24	5.49	6.2	0.89	8.93	
Tb927.5.250	Tb927.5.250:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_05_v5.1:56,453..56,635(+)	variant surface glycoprotein, fragment, degenerate	0	0	0	0	0	0	0	
Tb927.5.2500	Tb927.5.2500:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:860,099..864,778(+)	hypothetical protein, conserved	3.83	5.37	3.32	8.2	5.82	2.87	12.74	
Tb927.5.2510	Tb927.5.2510:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:865,080..869,601(+)	hypothetical protein, conserved	11.49	7.39	6.08	8.28	7.82	3.96	8.68	
Tb927.5.2520	Tb927.5.2520:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:870,245..873,182(+)	TPR repeat, putative	8.33	4.41	7.67	6.7	5.93	4.06	4.98	
Tb927.5.2530	Tb927.5.2530:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:873,482..877,991(+)	RNA cytidine acetyltransferase	13.85	5.8	11.36	9.19	11.77	7.41	11.95	
Tb927.5.2540	Tb927.5.2540:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:878,116..879,654(+)	Organic solute transport protein 1, putative	9.44	8.5	9.02	8.59	8.54	2.67	10.23	
Tb927.5.2550	Tb927.5.2550:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:880,054..881,604(+)	hypothetical protein, conserved	23.35	11.25	29.17	17	15.1	11.19	15.16	
Tb927.5.2560	Tb927.5.2560:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:881,586..882,313(+)	hypothetical protein, conserved	52.76	10.72	207.18	14.2	34.95	47.46	24.92	
Tb927.5.2570	Tb927.5.2570:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:882,439..884,911(+)	eukaryotic translation initiation factor 3 subunit b	49.97	25.71	46.27	21.4	33.42	21.86	30.25	
Tb927.5.2580	Tb927.5.2580:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:885,580..886,593(+)	hypothetical protein, conserved	23.35	12	13.19	8.7	9.64	4.3	7.3	
Tb927.5.2590	Tb927.5.2590:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:887,821..888,850(+)	Macro domain containing protein, putative	10.05	8.91	24.08	21.45	21.93	11.41	18.7	
Tb927.5.260	Tb927.5.260:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_05_v5.1:57,471..58,538(+)	expression site-associated gene 3 (ESAG3), degenerate	0	5.05	0.08	0.19	1.86	0	5.89	
Tb927.5.2600	Tb927.5.2600:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:888,984..892,234(+)	methyltransferase domain containing protein, putative	10.9	6.28	7.8	9.31	6.13	5.75	6.89	
Tb927.5.2610	Tb927.5.2610:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:892,305..893,344(+)	hypothetical protein, conserved	8.99	8.39	10.57	13.11	12.89	3.11	9.08	
Tb927.5.2620	Tb927.5.2620:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:894,370..900,032(+)	hypothetical protein, conserved	5.69	5.82	3.99	6.29	3.57	4.42	18.87	
Tb927.5.2630	Tb927.5.2630:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:901,003..901,824(+)	hypothetical protein, conserved	5.57	7.68	8.85	9.75	10.1	8.23	13.97	
Tb927.5.2640	Tb927.5.2640:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:902,279..903,345(+)	nicotinamide/nicotinic acid mononucleotide adenylyltransferase	11.56	10.76	40.84	26.71	26.26	17.08	21.69	
Tb927.5.2650	Tb927.5.2650:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:903,480..905,724(+)	L-galactonolactone oxidase	8.33	5.98	8.68	8.63	9.47	11.28	11.05	
Tb927.5.2660	Tb927.5.2660:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:905,689..908,338(+)	NUC130/3NT domain/SDA1, putative	21.78	12.21	11.89	9.89	11.37	7.82	15.23	
Tb927.5.2670	Tb927.5.2670:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:908,668..909,493(+)	hypothetical protein, conserved	14.7	12.37	16.87	18.41	24.9	24.73	23.31	
Tb927.5.2680	Tb927.5.2680:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:909,594..911,866(+)	hypothetical protein, conserved	5.78	7.63	6.87	10.9	8.99	3.42	6.6	
Tb927.5.2690	Tb927.5.2690:mRNA	T. brucei brucei TREU927	Tb927_05_v5.1:912,392..913,472(+)	inositol-1(or 4)-monophosphatase 1, putative	9.94	10.41	25.17	22.15	22.83	13.79	33.23	
Tb927.5.270	Tb927.5.270:pseudogenic_transcript	T. brucei brucei TREU927	Tb927_05_v5.1:58,707..59,811(+)	variant surface glycoprotein, interrupted	0	0	0	0.01	0	0	0	
