2013Latest_numbers,Annotation,Class,Orthologue count,ORF length,BS RNAs/ cell Silicotryp ,Log 2 BS RNAs/ cell Silicotryp ,RPM pA+ fragments BS,BS RNAs/cell pA+ fragments ,Log 2 BS RNAs/cell pA+ fragments ,RPM Ribosome profiling,RPM Ribsome profiling x orthogue count,Ribosomes/cell/gene,Ribosomes/mRNA,Ribosomes/kb BS,Fraction in polysomes,mRNA abundance BS/PC (Silicotryp),"ribosomes/kb, BS/PC"
Tb927.5.3120,eIF2 beta,Translation,1,942,4.0,2.00,195.30,3.91,1.97,89.76,89.76,7.87,1.97,2.09,0.811,1.2,0.25
Tb927.11.1820,"eIF2B delta subunit, subunit GCD2",Translation,2,1887,1.8,0.88,168.51,6.74,2.75,140.11,280.22,24.58,13.39,7.1,0.742,0.83,1.417
Tb927.6.1280,eIF2B GDP-GTP exchange factor,Translation,1,900,2.0,0.97,129.54,2.59,1.37,34.67,34.67,3.04,1.56,1.73,0.683,0.76,0.808
Tb927.11.11570,eIF2B subunit (epsilon),Translation,1,2403,2.0,1.01,118.78,2.38,1.25,90.89,90.89,7.97,3.96,1.65,0.781,1.42,0.452
Tb927.7.2720,"eIF2D? Matches aa 106-348 and 438-571 of ligatin, which is eIF2D in mammals",Translation,1,1992,2.5,1.33,191.97,3.84,1.94,101.10,101.1,8.87,3.52,1.77,0.738,1.82,0.623
Tb927.11.9610,eIF3 beta,Translation,1,1029,7.4,2.89,208.52,4.17,2.06,199.79,199.79,17.52,2.37,2.3,0.814,1.2,0.381
Tb927.6.4370,eIF3 subunit 7-like protein,Translation,1,1521,4.8,2.27,186.54,3.73,1.90,338.39,338.39,29.68,6.13,4.03,0.814,1.05,0.355
Tb927.10.8290,"eIF3 subunit 8, putative",Translation,2,2223,6.0,2.59,155.14,6.21,2.63,213.19,426.38,37.39,6.19,2.78,0.805,2.6,0.185
Tb927.5.2570,"EIF3B translation initiation factor, putative ()",Translation,1,2091,8.4,3.07,431.71,8.63,3.11,630.56,630.56,55.3,6.59,3.15,0.857,1.53,0.348
Tb927.4.1930,EIF3D,Translation,1,819,4.4,2.12,161.33,3.23,1.69,180.33,180.33,15.82,3.63,4.43,0.818,1.14,0.47
Tb927.11.11590,"eIF3E eukaryotic translation initiation factor, putative",Translation,1,1242,4.9,2.31,238.60,4.77,2.25,429.71,429.71,37.69,7.63,6.14,0.841,1.67,0.327
Tb927.11.15420,"eIF3K, eukaryotic translation initiation factor 3 subunit K (positive on human with blast-back)",Translation,1,618,6.3,2.66,198.65,3.97,1.99,214.15,214.15,18.78,2.97,4.81,0.796,0.61,1.159
Tb927.9.4680,eIF4A1,Translation,1,1215,13.6,3.76,803.27,16.07,4.01,2259.04,2259.04,198.12,14.6,12.02,0.856,0.79,0.839
Tb927.11.2260,eIF4E1,Translation,1,702,2.6,1.37,29.90,0.60,-0.74,194.52,194.52,17.06,6.59,9.39,0.757,1.66,0.719
Tb927.10.16070,eIF4E2,Translation,1,756,0.5,-0.98,76.30,1.53,0.61,64.88,64.88,5.69,11.19,14.8,0.688,0.69,1.353
Tb927.11.11770,eIF4E3,Translation,1,1329,1.8,0.82,62.03,1.24,0.31,226.51,226.51,19.87,11.25,8.47,0.77,1.63,0.539
Tb927.6.1870,eIF4E4,Translation,1,1284,2.1,1.10,124.97,2.50,1.32,51.41,51.41,4.51,2.1,1.64,0.771,1.72,0.135
Tb927.10.5020,eIF4E5,Translation,1,588,2.5,1.30,78.36,1.57,0.65,76.24,76.24,6.69,2.72,4.63,0.744,0.98,0.996
Tb927.7.1670,eIF4E6,Translation,1,561,4.7,2.23,107.74,2.15,1.11,101.25,101.25,8.88,1.89,3.37,0.762,1.15,0.752
Tb927.5.1490,eIF4G1,Translation,1,3357,1.8,0.86,35.60,0.71,-0.49,308.36,308.36,27.04,14.88,4.43,0.77,3.36,0.149
Tb927.9.5460,eIF4G2,Translation,1,2997,0.6,-0.69,88.67,1.77,0.83,196.62,196.62,17.24,27.86,9.3,0.778,3.03,0.303
Tb927.8.4820,eIF4G3,Translation,1,1869,4.0,2.01,155.19,3.10,1.63,115.63,115.63,10.14,2.52,1.35,0.808,0.67,0.386
Tb927.11.10560,eIF4G4,Translation,1,2094,3.7,1.89,88.57,1.77,0.82,302.94,302.94,26.57,7.16,3.42,0.835,3.14,0.149
Tb927.8.4500,eIF4G5,Translation,1,2250,3.0,1.58,54.30,1.09,0.12,317.74,317.74,27.87,9.34,4.15,0.762,3.75,0.236
Tb927.10.2770,eIF5,Translation,1,1149,2.6,1.37,129.62,2.59,1.37,279.70,279.7,24.53,9.49,8.26,0.826,1.7,0.398
Tb927.11.740,eIF5A,Translation,1,501,48.7,5.61,1429.03,28.58,4.84,738.35,738.35,64.75,1.33,2.65,0.585,0.37,1.532
Tb927.11.190,"elongation factor, putative",Translation,1,1944,2.1,1.06,115.44,2.31,1.21,52.16,52.16,4.57,2.2,1.13,0.743,0.86,0.32
Tb927.11.2300,"ERF1 eukaryotic peptide chain release factor subunit 1, putative",Translation,1,1359,3.7,1.88,151.64,3.03,1.60,190.57,190.57,16.71,4.54,3.34,0.813,1.71,0.319
Tb927.11.15290,"eRF1 methyltransferase catalytic subunit, putative",Translation,1,801,1.9,0.89,51.67,1.03,0.05,16.34,16.34,1.43,0.77,0.96,0.581,1.23,0.711
Tb927.11.6160,"ERF3 eukaryotic release factor 3, putative",Translation,1,2097,1.6,0.70,165.81,3.32,1.73,208.75,208.75,18.31,11.26,5.37,0.809,1.47,0.238
Tb927.11.14590,G5-IP,Translation,1,1890,3.7,1.87,154.26,3.09,1.63,252.01,252.01,22.1,6.05,3.2,0.83,2.88,0.278
Tb927.10.13280,"GCN1 homologue, possibly involved in translation control",Translation,1,7821,2.8,1.50,243.99,4.88,2.29,250.60,250.6,21.98,7.75,0.99,0.771,3,0.062
Tb927.2.3620,"GTP-binding elongation factor Tu family, putative",Translation,1,2418,1.3,0.33,169.62,3.39,1.76,119.24,119.24,10.46,8.32,3.44,0.766,3.01,0.796
Tb927.10.2960,"GTP-binding protein, putative,elongation factor, putative",Translation,1,2307,1.2,0.31,177.59,3.55,1.83,31.75,31.75,2.78,2.24,0.97,0.729,1.57,0.505
Tb927.11.11360,guanine nucleotide-binding protein beta subunit- like protein (TRACK),Translation,2,957,43.1,5.43,2592.28,103.69,6.70,186.56,373.12,32.72,0.76,0.79,0.628,0.31,0.814
Tb927.3.2220,"hypothetical protein, conserved",Translation,1,663,4.2,2.06,145.27,2.91,1.54,85.61,85.61,7.51,1.8,2.71,0.579,0.62,1.594
Tb927.8.1170,"hypothetical protein, conserved",Translation,2,996,6.2,2.63,189.96,7.60,2.93,108.54,217.08,19.04,3.08,3.09,0.765,0.86,0.665
Tb927.3.1680,"hypothetical protein, conserved",Translation,1,1017,6.8,2.77,180.55,3.61,1.85,268.52,268.52,23.55,3.45,3.39,0.838,1.19,0.434
Tb927.7.6090,"hypothetical protein, conserved",Translation,1,2289,7.7,2.95,387.08,7.74,2.95,521.27,521.27,45.72,5.93,2.59,0.793,1.89,0.25
Tb927.9.4960,"hypothetical protein, conserved",Translation,1,207,19.9,4.32,212.76,4.26,2.09,233.50,233.5,20.48,1.03,4.98,0.642,0.69,1.158
Tb927.9.4080,"hypothetical protein, conserved, DRBD3, 4E5/G1 interaction. P-loop NTP hydrolase (AAA ATPase), DNA ligase/capping enzyme catalytic domain, C4 zinc finger (LIM domain)",Translation,1,3945,1.1,0.17,43.84,0.88,-0.19,331.81,331.81,29.1,25.9,6.57,0.754,2.35,0.371
Tb927.8.4560,"hypothetical protein, conserved. pfam08626: TRAPPC9-Trs120 (e-5)",Translation,1,3756,1.1,0.16,135.71,2.71,1.44,47.35,47.35,4.15,3.71,0.99,0.681,1.94,0.39
Tb927.8.6880,"IF2 translation initiation factor IF-2, putative",Translation,1,2595,1.4,0.47,124.21,2.48,1.31,7.75,7.75,0.68,0.49,0.19,0.619,1.51,0.365
Tb927.7.3280,"IF2 translation initiation factor IF-2, putative",Translation,1,2364,1.6,0.65,113.31,2.27,1.18,36.74,36.74,3.22,2.05,0.87,0.665,1.4,0.241
Tb927.2.3780,"IF2 translation initiation factor IF-2, putative",Translation,1,2502,3.4,1.76,130.63,2.61,1.39,167.65,167.65,14.7,4.34,1.73,0.811,2.42,0.133
Tb927.11.7100,"MCT1/TMA20 homologue, similar to N-terminus of eIF2D",Translation,1,612,2.8,1.49,120.07,2.40,1.26,60.41,60.41,5.3,1.89,3.09,0.721,0.69,1.047
Tb927.11.9700,"nascent polypeptide associated complex alpha subunit, putative",Translation,1,306,44.9,5.49,965.99,19.32,4.27,280.59,280.59,24.61,0.55,1.8,0.429,0.79,0.659
Tb927.9.8100,"nascent polypeptide associated complex subunit, putative",Translation,2,567,34.9,5.12,792.23,31.69,4.99,256.66,513.32,45.02,1.29,2.28,0.526,0.59,0.708
Tb927.9.9290,PABP1,Translation,2,1701,6.2,2.64,262.12,10.48,3.39,229.03,458.06,40.17,6.43,3.78,0.801,0.93,0.27
Tb927.9.10770,PABP2,Translation,2,1668,9.5,3.25,743.27,29.73,4.89,841.26,1682.52,147.56,15.5,9.29,0.84,1.94,0.241
Tb927.11.5840,"Protein translation factor SUI1 homolog, putative",Translation,1,330,7.8,2.97,97.62,1.95,0.97,56.50,56.5,4.96,0.63,1.91,0.727,1.07,0.419
Tb927.10.6800,"RBG1, associated with translating ribosomes",Translation,1,1107,3.6,1.86,174.34,3.49,1.80,111.56,111.56,9.78,2.7,2.44,0.784,1.07,0.733
Tb927.9.9020,"ribosome-interacting GTPase 2, putative",Translation,1,1125,1.9,0.96,78.94,1.58,0.66,40.05,40.05,3.51,1.81,1.61,0.698,2.17,0.371
Tb927.10.1630,RLI translation termination & ribosome recycling,Translation,1,1896,3.6,1.85,129.38,2.59,1.37,168.36,168.36,14.77,4.1,2.16,0.806,1.16,0.342
Tb927.4.1820,"selenocysteine-tRNA-specific elongation factor, putative",Translation,1,1968,1.2,0.30,121.21,2.42,1.28,16.96,16.96,1.49,1.21,0.61,0.633,1.21,0.836
Tb927.6.3870,SGN1,Translation,1,645,4.2,2.08,197.06,3.94,1.98,154.93,154.93,13.59,3.22,4.99,0.776,0.73,1.375
Tb927.11.16760,"T-complex protein 1, alpha subunit, putative (TCP-1-alpha)",Translation,1,1518,6.4,2.68,682.96,13.66,3.77,968.95,968.95,84.98,13.24,8.72,0.835,0.73,0.783
Tb927.11.1900,"T-complex protein 1, beta subunit, putative (TCP-1-beta)",Translation,1,1590,9.3,3.21,577.01,11.54,3.53,957.41,957.41,83.97,9.05,5.69,0.824,1.46,0.361
Tb927.10.1060,"T-complex protein 1, delta subunit, putative (TCP-1-delta)",Translation,1,1611,7.1,2.84,355.91,7.12,2.83,1017.95,1017.95,89.28,12.51,7.77,0.842,1.06,0.566
Tb927.11.14250,"T-complex protein 1, epsilon subunit, putative (TCP-1-epsilon)",Translation,1,1617,7.1,2.83,532.06,10.64,3.41,959.17,959.17,84.12,11.83,7.32,0.828,1.25,0.451
Tb927.9.11270,"T-complex protein 1, eta subunit, putative, (TCP-1-eta)",Translation,1,1707,7.4,2.88,636.39,12.73,3.67,1099.43,1099.43,96.42,13.07,7.66,0.838,1.26,0.498
Tb927.8.3150,"T-complex protein 1, gamma subunit, putative (TCP-1-gamma)",Translation,1,1671,6.5,2.71,392.62,7.85,2.97,1021.22,1021.22,89.56,13.68,8.19,0.85,0.99,0.533
Tb927.10.8190,"T-complex protein 1, theta subunit, (TCP-1-theta)",Translation,1,1614,8.6,3.10,335.54,6.71,2.75,791.02,791.02,69.37,8.09,5.01,0.825,0.66,1.059
Tb927.11.3240,"T-complex protein 1, zeta subunit, putative (TCP-1-zeta)",Translation,1,1635,7.1,2.82,621.15,12.42,3.63,822.93,822.93,72.17,10.23,6.26,0.85,0.89,0.579
Tb927.11.13060,"TAE2 translation-associated element 2, putative",Translation,1,3303,2.1,1.10,215.98,4.32,2.11,154.37,154.37,13.54,6.34,1.92,0.791,1.67,0.617
Tb927.8.6750,"TMA1, yeast protein associates with ribosomes",Translation,2,513,5.3,2.40,251.08,10.04,3.33,383.84,767.68,67.33,12.76,24.87,0.803,0.2,1.662
Tb927.11.4400,"TMA22, associates woth TMA20 in yeast",Translation,1,1941,1.5,0.55,143.24,2.86,1.52,48.34,48.34,4.24,2.89,1.49,0.659,1.84,0.949
Tb927.8.4220,"TMA46, putative",Translation,1,678,8.7,3.12,173.75,3.48,1.80,227.72,227.72,19.97,2.3,3.39,0.81,1.83,1.284
Tb927.11.12670,"TYW3 homologue, phe-tRNA modification, reading frame maintenance",Translation,1,1071,2.0,1.00,112.72,2.25,1.17,19.58,19.58,1.72,0.86,0.8,0.653,1.36,1.356
Tb927.6.700,"alanyl-tRNA synthetase, putative",Translation.tRNA,1,2901,4.1,2.03,351.90,7.04,2.82,309.36,309.36,27.13,6.63,2.29,0.814,0.79,0.38
Tb927.11.1990,"arginyl-tRNA synthetase, putative",Translation.tRNA,1,2079,4.1,2.05,211.59,4.23,2.08,232.66,232.66,20.4,4.94,2.38,0.8,0.84,0.475
Tb927.4.2310,"asparaginyl-tRNA synthetase, putative",Translation.tRNA,1,2004,5.5,2.47,245.76,4.92,2.30,437.53,437.53,38.37,6.92,3.45,0.834,1.48,0.347
Tb927.10.1260,"aspartyl-tRNA synthetase, putative",Translation.tRNA,1,1626,1.0,-0.04,107.96,2.16,1.11,19.25,19.25,1.69,1.73,1.06,0.651,0.76,0.848
Tb927.6.1880,"aspartyl-tRNA synthetase, putative",Translation.tRNA,1,1683,2.4,1.29,184.07,3.68,1.88,144.59,144.59,12.68,5.19,3.08,0.744,0.51,0.391
Tb927.10.12890,"bifunctional aminoacyl-tRNA synthetase, putative",Translation.tRNA,1,2427,5.4,2.43,662.78,13.26,3.73,851.28,851.28,74.66,13.86,5.71,0.818,1.71,0.528
Tb927.6.950,"cysteinyl-tRNA synthetase, putative",Translation.tRNA,1,2358,4.4,2.15,364.05,7.28,2.86,361.35,361.35,31.69,7.15,3.03,0.842,0.79,0.456
Tb927.9.5210,"glutaminyl-tRNA synthetase, putative (28G16.175)",Translation.tRNA,1,1734,3.6,1.84,368.96,7.38,2.88,448.22,448.22,39.31,11,6.34,0.769,0.96,1.271
Tb927.6.4590,"glutamyl-tRNA synthetase, putative",Translation.tRNA,1,1824,5.8,2.54,319.64,6.39,2.68,408.50,408.5,35.83,6.17,3.38,0.803,1,0.422
Tb927.11.9640,"glycyl-tRNA synthetase, putative",Translation.tRNA,1,1875,4.5,2.16,279.33,5.59,2.48,315.95,315.95,27.71,6.19,3.3,0.817,0.96,0.536
Tb927.6.2060,histidyl-tRNA synthetase,Translation.tRNA,1,1434,2.5,1.34,135.58,2.71,1.44,168.28,168.28,14.76,5.81,4.05,0.744,0.86,0.582
Tb927.10.9190,"isoleucyl-tRNA synthetase, putative (IleRS)",Translation.tRNA,1,3432,3.8,1.92,594.20,11.88,3.57,715.53,715.53,62.75,16.63,4.85,0.819,2.52,0.229
Tb927.11.3730,"leucyl-tRNA synthetase, putative (LeuRS)",Translation.tRNA,1,3225,2.8,1.48,286.63,5.73,2.52,345.15,345.15,30.27,10.88,3.37,0.804,1.58,0.159
Tb927.6.1510,"lysyl-tRNA synthetase, putative",Translation.tRNA,1,1905,0.6,-0.79,51.43,1.03,0.04,28.30,28.3,2.48,4.29,2.25,0.695,1.17,0.481
Tb927.8.1600,"lysyl-tRNA synthetase, putative",Translation.tRNA,1,1755,5.8,2.54,318.86,6.38,2.67,417.99,417.99,36.66,6.31,3.6,0.832,2.29,0.325
Tb927.7.2400,"MCP1 Arc1p homologue, assists aa tRNA synthetases",Translation.tRNA,2,1278,3.7,1.89,265.81,10.63,3.41,251.57,503.14,44.13,11.92,9.33,0.803,0.72,0.989
Tb927.8.5330,"MCP2, binds to tRNAs and assists tRNA synthetases",Translation.tRNA,2,672,3.2,1.66,143.59,5.74,2.52,98.10,196.2,17.21,5.43,8.08,0.748,0.8,1.603
Tb927.10.1250,"MCP3, Ybak homogue, deacylation of misaminoacylated tRNA Pro",Translation.tRNA,1,786,2.1,1.04,107.21,2.14,1.10,94.87,94.87,8.32,4.05,5.15,0.725,1.35,0.677
Tb927.10.1500,"methionyl-tRNA synthetase, putative (MetRS)",Translation.tRNA,1,2322,3.0,1.59,269.74,5.39,2.43,319.83,319.83,28.05,9.32,4.01,0.789,0.77,0.325
Tb927.11.2360,"phenylalanyl-tRNA synthetase (beta subunit), putative",Translation.tRNA,1,1875,3.9,1.96,185.05,3.70,1.89,359.61,359.61,31.54,8.13,4.34,0.789,2.5,0.403
Tb927.11.14120,"phenylalanyl-tRNA synthetase alpha chain, putative",Translation.tRNA,1,1491,3.2,1.70,244.56,4.89,2.29,272.63,272.63,23.91,7.36,4.94,0.8,1.25,0.642
Tb927.9.4950,"Radical SAM domain, Similar to TYW1 though one better match",Translation.tRNA,2,1188,2.2,1.17,138.42,5.54,2.47,13.78,27.56,2.42,1.08,0.91,0.605,1.23,1.197
Tb927.11.7170,"seryl-tRNA synthetase, putative",Translation.tRNA,1,1440,4.8,2.27,276.96,5.54,2.47,495.22,495.22,43.43,8.99,6.24,0.829,1.85,0.504
Tb927.5.1090,"threonyl-tRNA synthetase, putative",Translation.tRNA,1,2400,5.6,2.49,382.06,7.64,2.93,998.28,998.28,87.55,15.61,6.5,0.804,2.95,0.259
Tb927.8.2240,"tryptophanyl-tRNA synthetase, putative",Translation.tRNA,2,1422,1.2,0.26,109.03,4.36,2.12,30.48,60.96,5.35,4.46,3.14,0.59,0.63,0.783
Tb927.3.5580,"tryptophanyl-tRNA synthetase, putative",Translation.tRNA,2,1170,3.7,1.90,175.58,7.02,2.81,113.90,227.8,19.98,5.37,4.59,0.773,1.5,0.595
Tb927.7.7130,"TWY1 homologue, tRNA modification",Translation.tRNA,2,2508,1.7,0.77,152.16,6.09,2.61,41.76,83.52,7.32,4.29,1.71,0.757,0.96,0.212
Tb927.7.3620,"tyrosyl-tRNA synthetase, putative",Translation.tRNA,1,2094,3.5,1.80,260.32,5.21,2.38,176.18,176.18,15.45,4.42,2.11,0.818,1.46,0.338
Tb927.6.4480,"valyl-tRNA synthetase, putative (ValRS)",Translation.tRNA,1,2928,4.6,2.20,401.70,8.03,3.01,676.06,676.06,59.29,12.89,4.4,0.83,1.12,0.24
Tb927.10.15530,"ABC transport system ATP-binding protein, putative",Transporter,1,1809,2.4,1.23,157.41,3.15,1.65,136.71,136.71,11.99,5.1,2.82,0.807,1.01,0.358
Tb927.11.16930,"ABC transporter, putative",Transporter,1,2160,1.0,0.06,85.31,1.71,0.77,19.94,19.94,1.75,1.68,0.78,0.674,1.07,0.268
Tb927.2.5410,"ABC transporter, putative",Transporter,1,3846,0.9,-0.10,142.62,2.85,1.51,30.69,30.69,2.69,2.89,0.75,0.647,2.09,0.326
Tb927.9.6310,"ABC transporter, putative",Transporter,2,1941,1.1,0.16,77.89,3.12,1.64,90.90,181.8,15.94,14.28,7.36,0.787,0.76,0.211
Tb927.6.2810,"ABC transporter, putative",Transporter,1,1575,0.7,-0.58,74.37,1.49,0.57,21.75,21.75,1.91,2.85,1.81,0.67,0.75,1.16
Tb927.2.6130,"ABC transporter, putative",Transporter,1,3021,1.1,0.19,190.97,3.82,1.93,31.02,31.02,2.72,2.39,0.79,0.712,2.12,0.782
Tb927.10.10880,"ABC transporter, putative",Transporter,1,2055,2.1,1.04,236.89,4.74,2.24,259.99,259.99,22.8,11.05,5.38,0.788,1.64,0.502
Tb927.8.2380,"ABC transporter, putative",Transporter,1,3477,2.3,1.23,256.52,5.13,2.36,196.86,196.86,17.26,7.35,2.11,0.773,5.28,0.564
Tb927.10.3170,"ABC transporter, putative",Transporter,1,2172,1.4,0.45,111.59,2.23,1.16,169.91,169.91,14.9,10.9,5.02,0.79,2.3,0.401
Tb927.10.7700,"ABC transporter, putative",Transporter,1,2007,0.7,-0.52,50.37,1.01,0.01,40.21,40.21,3.53,5.05,2.52,0.739,0.5,0.125
Tb927.11.6120,"ABC transporter, putative",Transporter,2,5217,0.9,-0.08,61.62,2.46,1.30,42.06,84.12,7.38,7.81,1.5,0.689,4.52,5.172
Tb927.1.4420,"ABC transporter, putative",Transporter,1,2838,0.7,-0.47,68.75,1.38,0.46,58.15,58.15,5.1,7.08,2.49,0.625,0.75,0.47
Tb927.11.540,"ABC transporter, putative",Transporter,1,1998,3.2,1.68,97.71,1.95,0.97,86.20,86.2,7.56,2.36,1.18,0.724,2.43,0.195
Tb927.3.3730,"ABC transporter, putative",Transporter,2,5538,0.5,-1.08,127.91,5.12,2.36,1.63,3.26,0.29,0.6,0.11,0.603,2.48,0.063
Tb927.10.9900,"ABC1 protein, putative",Transporter,1,1548,1.5,0.61,143.94,2.88,1.53,69.87,69.87,6.13,4.01,2.59,0.705,1.73,0.769
Tb927.10.11940,"ABC1 protein, putative",Transporter,1,1965,0.7,-0.42,86.15,1.72,0.78,9.51,9.51,0.83,1.12,0.57,0.728,2.61,1
Tb927.8.6010,Heme uptake protein LHR1,Transporter,1,501,0.6,-0.85,16.95,0.34,-1.56,1.88,1.88,0.16,0.3,0.6,0.399,0.3,0.185
Tb927.3.800,"hypothetical protein, conserved",Transporter,1,846,2.8,1.48,129.73,2.59,1.38,92.79,92.79,8.14,2.92,3.45,0.719,0.84,1.337
Tb927.9.11810,"membrane transporter protein, putative",Transporter,4,1449,1.7,0.80,103.22,8.26,3.05,38.86,155.44,13.63,7.81,5.39,0.696,2.36,2.617
Tb927.9.11790,"membrane transporter protein, putative",Transporter,4,1512,4.8,2.26,224.37,17.95,4.17,53.26,213.04,18.68,3.91,2.59,0.633,1.17,0.846
Tb927.5.2430,"membrane transporter protein, putative",Transporter,4,1572,5.6,2.48,480.68,38.45,5.27,150.92,603.68,52.94,9.48,6.03,0.712,0.78,0.639
Tb927.10.12400,"membrane transporter protein, putative",Transporter,1,1449,0.9,-0.21,58.27,1.17,0.22,13.40,13.4,1.18,1.36,0.94,0.583,0.87,0.379
Tb927.7.950,MLP mucoplipin-like protein. Transport of iron from lysosome to cytosol,Transporter,1,1485,2.0,0.98,147.34,2.95,1.56,41.93,41.93,3.68,1.87,1.26,0.67,1.59,1.115
Tb927.5.470,monocarboxylate transporter-like protein,Transporter,2,1644,2.2,1.16,102.37,4.09,2.03,181.95,363.9,31.91,14.3,8.7,0.724,5.84,0.216
Tb927.11.11730,"MRP protein, putative",Transporter,3,855,51.5,5.69,114.34,6.86,2.78,25.24,75.72,6.64,0.13,0.15,0.559,5,0.149
Tb927.8.2160,"multidrug resistance protein A,p-glycoprotein (PGPA)",Transporter,3,4746,1.1,0.12,110.96,6.66,2.74,116.25,348.75,30.59,28.15,5.93,0.741,2.08,0.052
Tb927.4.4490,"multidrug resistance protein E,p-glycoprotein (MRPE)",Transporter,3,5280,1.5,0.56,168.95,10.14,3.34,259.78,779.34,68.35,46.48,8.8,0.766,2.55,0.149
Tb927.4.2510,"multidrug resistance-associated protein, putative,p-glycoprotein (PGPA)",Transporter,3,4512,1.0,0.01,146.11,8.77,3.13,18.04,54.12,4.75,4.71,1.04,0.684,4.53,0.221
Tb927.8.1650,"protein associated with differentiation 4, PAD4",Transporter,2,1776,0.6,-0.82,31.60,1.26,0.34,2.79,5.58,0.49,0.87,0.49,0.619,2.35,3.769
Tb927.7.3110,"transporter protein, putative",Transporter,1,1605,0.8,-0.30,80.91,1.62,0.69,16.65,16.65,1.46,1.8,1.12,0.688,0.88,0.629
Tb927.9.12960,"transporter, putative",Transporter,1,1776,1.8,0.81,83.20,1.66,0.73,127.11,127.11,11.15,6.34,3.57,0.789,2.71,2.125
Tb927.10.15480,"transporter, putative",Transporter,1,1416,2.2,1.11,185.79,3.72,1.89,62.48,62.48,5.48,2.54,1.79,0.739,1.3,0.957
Tb927.8.5570,"transporter, putative",Transporter,1,1950,2.2,1.12,217.29,4.35,2.12,62.62,62.62,5.49,2.52,1.29,0.747,1.07,0.86
Tb927.11.6570,"transporter, putative. 14 TM domains, SSF103473 general substrate transporter family",Transporter,1,1830,4.0,1.98,209.53,4.19,2.07,85.78,85.78,7.52,1.9,1.04,0.781,1.25,0.479
Tb927.11.10780,"Voltage-dependent anion channel (VDAC), putative",Transporter,1,840,2.3,1.17,101.82,2.04,1.03,68.84,68.84,6.04,2.68,3.19,0.682,1.19,0.806
Tb927.7.4790,"20S proteasome beta 6 subunit, putative (BETA6)",Ubiquitin.proteasome,1,777,5.5,2.45,239.72,4.79,2.26,522.48,522.48,45.82,8.4,10.81,0.83,1.52,0.684
Tb927.9.9670,"20S proteasome subunit alpha-6, (putative) (TbPSA6)",Ubiquitin.proteasome,1,753,5.4,2.44,273.47,5.47,2.45,292.56,292.56,25.66,4.72,6.27,0.809,0.72,1.817
Tb927.10.6030,"20S proteasome subunit alpha-6, (putative) (TbPSA6)",Ubiquitin.proteasome,1,801,3.4,1.78,251.82,5.04,2.33,309.08,309.08,27.11,7.91,9.88,0.812,0.83,1.558
Tb927.3.5520,26S proteasome regulatory non-ATPase subunit (RPN1),Ubiquitin.proteasome,1,2736,5.1,2.36,396.52,7.93,2.99,481.80,481.8,42.25,8.22,3,0.831,2.52,0.36
Tb927.11.11430,"cullin 1, putative",Ubiquitin.proteasome,1,2418,2.1,1.08,112.93,2.26,1.18,125.86,125.86,11.04,5.21,2.15,0.791,3.43,0.381
Tb927.3.1290,"cullin 4B, putative",Ubiquitin.proteasome,1,2844,1.0,0.04,148.83,2.98,1.57,164.29,164.29,14.41,13.97,4.91,0.732,1.97,0.377
Tb927.10.7490,"cullin, putative",Ubiquitin.proteasome,1,2130,2.1,1.06,151.40,3.03,1.60,84.01,84.01,7.37,3.52,1.65,0.673,2.04,0.591
Tb927.8.5210,"cullin, putative",Ubiquitin.proteasome,1,3486,1.0,0.03,165.87,3.32,1.73,23.72,23.72,2.08,2.04,0.59,0.661,1.97,0.72
Tb927.8.5970,"cullin, putative",Ubiquitin.proteasome,1,2229,1.1,0.09,126.91,2.54,1.34,95.47,95.47,8.37,7.86,3.53,0.728,2.21,0.411
Tb927.9.6040,"E1-like ubiquitin-activating enzyme, putative",Ubiquitin.proteasome,1,1164,2.2,1.16,158.81,3.18,1.67,116.26,116.26,10.2,4.57,3.93,0.757,1.31,1.195
Tb927.8.7000,"E1-like ubiquitin-activating enzyme, putative (ATG10)",Ubiquitin.proteasome,1,564,2.3,1.22,122.42,2.45,1.29,22.28,22.28,1.95,0.84,1.49,0.451,0.78,2.811
Tb927.10.11180,"E1-like ubiquitin-activating enzyme, putative,ATG7/CVT2/APG7, putative (ATG7)",Ubiquitin.proteasome,1,2265,1.0,-0.04,186.98,3.74,1.90,104.85,104.85,9.2,9.43,4.16,0.656,1.35,0.778
Tb927.2.1890,E2-like ubiquitin-conjugation enzyme (ATG3),Ubiquitin.proteasome,1,879,2.8,1.47,85.66,1.71,0.78,90.80,90.8,7.96,2.88,3.28,0.768,2.17,0.962
Tb927.9.5650,"E2-like ubiquitin-conjugation enzyme, putative",Ubiquitin.proteasome,1,498,5.0,2.32,124.85,2.50,1.32,60.71,60.71,5.32,1.06,2.13,0.656,1.09,1.268
Tb927.10.10190,"Homologue of GRR1, and F-box component of the SCF ubiquitin ligase complex.",Ubiquitin.proteasome,1,2541,1.0,-0.01,79.64,1.59,0.67,89.44,89.44,7.84,7.88,3.1,0.7,2.64,0.775
Tb927.11.14330,"hypothetical protein, conserved",Ubiquitin.proteasome,1,4830,2.4,1.24,215.89,4.32,2.11,485.21,485.21,42.55,18.06,3.74,0.756,3.5,0.278
Tb927.4.310,"hypothetical protein, conserved, C-terminal HECT E3 ligase domain (Neddylation)",Ubiquitin.proteasome,1,19842,1.8,0.89,298.19,5.96,2.58,354.74,354.74,31.11,16.82,0.85,0.727,12.33,0.073
