2013Latest_numbers,Annotation,Class,Orthologue count,ORF length,PC RNAs/cell Silicotryp,RPM Ribsome profiling,RPM Ribsome profiling x orthogue count,Ribosomes/cell/gene,Ribosomes/mRNA,Ribosomes/kb,Fraction in polysomes,LOG 2 Ribosomes/kb,Ribosomes/kb on polysomes,
Tb927.1.4020,hypothetical protein,ZUnknown,1,537,1.2,3.63,3.63,0.71,0.61,1.14,0.675,0.19,1.688888889,
Tb927.8.7550,hypothetical protein,ZUnknown,1,1533,0.5,3.52,3.52,0.69,1.31,0.85,0.485,-0.23,1.75257732,
Tb927.10.4960,hypothetical protein,ZUnknown,1,240,1.1,0.19,0.19,0.04,0.04,0.15,0.085,-2.74,1.764705882,
Tb927.11.3050,hypothetical protein,ZUnknown,1,1071,2.5,10.66,10.66,2.1,0.82,0.77,0.435,-0.38,1.770114943,
Tb927.9.15870,hypothetical protein,ZUnknown,1,699,3.1,7.49,7.49,1.47,0.48,0.69,0.385,-0.54,1.792207792,
Tb927.5.1380,hypothetical protein,ZUnknown,1,858,0.6,0.85,0.85,0.17,0.27,0.31,0.17,-1.69,1.823529412,
Tb927.7.4690,hypothetical protein,ZUnknown,1,960,0.9,3.30,3.3,0.65,0.76,0.79,0.405,-0.34,1.950617284,
Tb927.10.6420,hypothetical protein,ZUnknown,1,537,0.5,0.40,0.4,0.08,0.17,0.32,0.155,-1.64,2.064516129,
Tb927.5.3370,hypothetical protein,ZUnknown,1,1701,2.1,15.52,15.52,3.05,1.45,0.85,0.38,-0.23,2.236842105,
Tb927.7.4720,hypothetical protein,ZUnknown,1,717,3.1,11.14,11.14,2.19,0.72,1,0.445,0,2.247191011,
Tb927.10.7150,hypothetical protein,ZUnknown,1,276,0.2,0.19,0.19,0.04,0.17,0.63,0.28,-0.67,2.25,
Tb927.4.4770,hypothetical protein,ZUnknown,1,984,2.2,6.26,6.26,1.23,0.57,0.58,0.25,-0.79,2.32,
Tb927.11.12730,hypothetical protein,ZUnknown,1,453,2.4,4.67,4.67,0.92,0.39,0.86,0.365,-0.22,2.356164384,
Tb927.10.16010,hypothetical protein,ZUnknown,1,576,0.2,0.27,0.27,0.05,0.25,0.44,0.185,-1.18,2.378378378,
Tb927.1.2310,hypothetical protein,ZUnknown,1,270,5.6,16.09,16.09,3.16,0.56,2.07,0.87,1.05,2.379310345,
Tb927.9.8330,hypothetical protein,ZUnknown,1,1458,0.6,5.00,5,0.98,1.57,1.08,0.435,0.11,2.482758621,
Tb927.7.330,hypothetical protein,ZUnknown,1,582,7.1,23.60,23.6,4.64,0.66,1.13,0.44,0.18,2.568181818,
Tb927.7.6430,hypothetical protein,ZUnknown,1,606,0.6,0.98,0.98,0.19,0.34,0.57,0.22,-0.81,2.590909091,
Tb927.9.8500,hypothetical protein,ZUnknown,1,1059,4.0,34.23,34.23,6.73,1.66,1.57,0.54,0.65,2.907407407,
Tb927.10.12320,hypothetical protein,ZUnknown,1,1212,1.9,12.99,12.99,2.55,1.37,1.13,0.385,0.18,2.935064935,
Tb927.3.2800,hypothetical protein,ZUnknown,1,2007,0.6,6.99,6.99,1.37,2.13,1.06,0.355,0.08,2.985915493,
Tb927.11.8830,hypothetical protein,ZUnknown,1,1050,1.7,9.59,9.59,1.89,1.13,1.07,0.355,0.1,3.014084507,
Tb927.11.3040,hypothetical protein,ZUnknown,1,231,1.6,1.42,1.42,0.28,0.18,0.76,0.25,-0.4,3.04,
Tb927.3.670,hypothetical protein,ZUnknown,1,1449,1.4,10.59,10.59,2.08,1.52,1.05,0.345,0.07,3.043478261,
Tb927.8.7190,hypothetical protein,ZUnknown,1,939,0.6,4.01,4.01,0.79,1.35,1.44,0.465,0.53,3.096774194,
Tb927.11.4760,hypothetical protein,ZUnknown,1,819,2.8,18.76,18.76,3.69,1.34,1.64,0.525,0.71,3.123809524,
Tb927.4.3650,hypothetical protein,ZUnknown,1,510,4.9,17.69,17.69,3.48,0.71,1.38,0.435,0.46,3.172413793,
Tb927.11.15320,hypothetical protein,ZUnknown,1,1866,1.0,16.16,16.16,3.18,3.34,1.79,0.525,0.84,3.40952381,
Tb927.10.5190,hypothetical protein,ZUnknown,1,948,3.4,38.22,38.22,7.51,2.24,2.36,0.675,1.24,3.496296296,
Tb927.10.7770,hypothetical protein,ZUnknown,1,693,2.6,16.93,16.93,3.33,1.3,1.88,0.515,0.91,3.650485437,
Tb927.9.14440,hypothetical protein,ZUnknown,1,657,6.1,46.64,46.64,9.17,1.51,2.3,0.625,1.2,3.68,
Tb927.2.1600,hypothetical protein,ZUnknown,1,933,2.0,15.88,15.88,3.12,1.54,1.65,0.435,0.72,3.793103448,
Tb927.9.15650,hypothetical protein,ZUnknown,1,1041,1.5,10.85,10.85,2.13,1.43,1.37,0.36,0.45,3.805555556,
Tb927.10.12600,hypothetical protein,ZUnknown,1,1788,2.1,44.68,44.68,8.78,4.1,2.29,0.565,1.2,4.053097345,
Tb927.11.3760,hypothetical protein,ZUnknown,1,723,3.3,34.74,34.74,6.83,2.05,2.83,0.695,1.5,4.071942446,
Tb927.10.9510,hypothetical protein,ZUnknown,1,603,0.1,0.99,0.99,0.19,1.41,2.33,0.555,1.22,4.198198198,
Tb927.7.6700,hypothetical protein,ZUnknown,1,822,2.7,35.05,35.05,6.89,2.56,3.11,0.69,1.64,4.507246377,
Tb927.3.600,hypothetical protein,ZUnknown,1,699,0.1,0.73,0.73,0.14,1.12,1.61,0.355,0.69,4.535211268,
Tb927.7.6100,hypothetical protein,ZUnknown,1,480,2.4,13.78,13.78,2.71,1.13,2.35,0.515,1.23,4.563106796,
Tb927.11.11140,hypothetical protein,ZUnknown,1,2979,1.7,83.07,83.07,16.33,9.51,3.19,0.68,1.67,4.691176471,
Tb927.10.1770,hypothetical protein,ZUnknown,1,795,0.5,2.35,2.35,0.46,0.96,1.21,0.255,0.28,4.745098039,
Tb927.8.7370,hypothetical protein,ZUnknown,1,1014,2.5,35.93,35.93,7.06,2.82,2.78,0.58,1.48,4.793103448,
Tb927.7.6690,hypothetical protein,ZUnknown,1,1467,2.6,72.74,72.74,14.3,5.56,3.79,0.775,1.92,4.890322581,
Tb927.8.3270,hypothetical protein,ZUnknown,1,606,2.5,24.28,24.28,4.77,1.92,3.17,0.63,1.66,5.031746032,
Tb927.7.470,hypothetical protein,ZUnknown,1,894,0.8,6.94,6.94,1.36,1.7,1.9,0.365,0.93,5.205479452,
Tb927.9.15480,hypothetical protein,ZUnknown,1,1653,0.4,9.13,9.13,1.8,4.06,2.45,0.47,1.29,5.212765957,
Tb927.4.5220,hypothetical protein,ZUnknown,1,963,2.6,39.48,39.48,7.76,3.03,3.15,0.6,1.66,5.25,
Tb927.5.410,hypothetical protein,ZUnknown,1,1182,0.7,7.55,7.55,1.48,2.2,1.86,0.35,0.9,5.314285714,
Tb927.4.3480,hypothetical protein,ZUnknown,1,552,1.7,8.17,8.17,1.61,0.96,1.74,0.295,0.8,5.898305085,
Tb927.10.4360,hypothetical protein,ZUnknown,1,339,0.6,1.71,1.71,0.34,0.6,1.78,0.295,0.83,6.033898305,
Tb927.1.4970,hypothetical protein,ZUnknown,1,348,0.7,3.39,3.39,0.67,0.93,2.68,0.43,1.42,6.23255814,
Tb927.10.10730,hypothetical protein,ZUnknown,1,4530,1.1,113.06,113.06,22.23,19.76,4.36,0.66,2.12,6.606060606,
Tb927.4.3760,hypothetical protein,ZUnknown,1,1206,0.4,7.17,7.17,1.41,3.84,3.18,0.48,1.67,6.625,
Tb927.11.1730,hypothetical protein,ZUnknown,1,873,2.4,40.51,40.51,7.96,3.35,3.84,0.575,1.94,6.67826087,
Tb927.10.6580,hypothetical protein,ZUnknown,1,1650,1.5,61.39,61.39,12.07,8.13,4.93,0.735,2.3,6.707482993,
Tb927.3.1230,hypothetical protein,ZUnknown,1,2847,1.2,71.33,71.33,14.02,12.07,4.24,0.625,2.08,6.784,
Tb927.4.5060,hypothetical protein,ZUnknown,1,816,1.5,22.92,22.92,4.51,3.05,3.73,0.535,1.9,6.971962617,
Tb927.11.11880,hypothetical protein,ZUnknown,1,4116,1.7,172.94,172.94,34,19.97,4.85,0.685,2.28,7.080291971,
Tb927.6.860,hypothetical protein,ZUnknown,1,2337,1.5,98.83,98.83,19.43,13,5.56,0.745,2.48,7.463087248,
Tb927.4.4900,hypothetical protein,ZUnknown,1,1509,0.9,31.72,31.72,6.24,6.81,4.52,0.605,2.18,7.47107438,
Tb927.4.1230,hypothetical protein,ZUnknown,1,996,1.1,14.87,14.87,2.92,2.58,2.59,0.345,1.37,7.507246377,
Tb927.8.880,hypothetical protein,ZUnknown,1,2250,1.1,71.19,71.19,14,12.61,5.61,0.73,2.49,7.684931507,
Tb927.2.2090,hypothetical protein,ZUnknown,1,2937,1.3,72.39,72.39,14.23,11.05,3.76,0.48,1.91,7.833333333,
Tb927.11.3370,hypothetical protein,ZUnknown,1,564,1.2,15.96,15.96,3.14,2.54,4.5,0.57,2.17,7.894736842,
Tb927.5.3100,hypothetical protein,ZUnknown,1,765,1.6,34.85,34.85,6.85,4.19,5.48,0.665,2.45,8.240601504,
Tb927.8.6630,hypothetical protein,ZUnknown,1,639,3.1,58.90,58.9,11.58,3.79,5.94,0.72,2.57,8.25,
Tb927.4.4780,hypothetical protein,ZUnknown,1,546,0.5,5.08,5.08,1,2.09,3.83,0.46,1.94,8.326086957,
Tb927.4.5330,hypothetical protein,ZUnknown,1,2652,1.7,108.83,108.83,21.4,12.38,4.67,0.54,2.22,8.648148148,
Tb927.6.3080,hypothetical protein,ZUnknown,1,552,3.6,40.04,40.04,7.87,2.17,3.94,0.455,1.98,8.659340659,
Tb927.5.1050,hypothetical protein,ZUnknown,1,813,1.9,48.37,48.37,9.51,5.13,6.31,0.715,2.66,8.825174825,
Tb927.8.4300,hypothetical protein,ZUnknown,1,582,0.5,9.23,9.23,1.81,3.83,6.57,0.74,2.72,8.878378378,
Tb927.1.1790,hypothetical protein,ZUnknown,1,684,1.6,31.74,31.74,6.24,3.89,5.69,0.635,2.51,8.960629921,
Tb927.5.1040,hypothetical protein,ZUnknown,1,594,1.1,12.69,12.69,2.49,2.22,3.74,0.4,1.9,9.35,
Tb927.10.4190,hypothetical protein,ZUnknown,1,303,0.1,0.16,0.16,0.03,0.23,0.77,0.08,-0.38,9.625,
Tb927.10.1000,hypothetical protein,ZUnknown,1,483,2.3,43.62,43.62,8.58,3.69,7.63,0.775,2.93,9.84516129,
Tb927.5.310,hypothetical protein,ZUnknown,2,1224,1.0,19.73,39.46,7.76,7.52,6.14,0.54,2.62,11.37037037,
Tb927.2.2490,hypothetical protein,ZUnknown,1,831,1.4,46.12,46.12,9.07,6.58,7.92,0.665,2.99,11.90977444,
Tb927.7.7100,hypothetical protein,ZUnknown,1,3777,0.8,131.61,131.61,25.88,33.73,8.93,0.74,3.16,12.06756757,
Tb927.9.13200,hypothetical protein,ZUnknown,1,570,11.9,315.16,315.16,61.96,5.21,9.15,0.715,3.19,12.7972028,
Tb927.11.12540,hypothetical protein,ZUnknown,1,3159,1.6,272.72,272.72,53.62,32.89,10.41,0.79,3.38,13.17721519,
Tb927.5.4010,hypothetical protein,ZUnknown,1,915,0.3,5.46,5.46,1.07,3.77,4.12,0.3,2.04,13.73333333,
Tb927.8.490,hypothetical protein,ZUnknown,2,852,0.7,6.83,13.66,2.69,4.02,4.72,0.315,2.24,14.98412698,
Tb927.9.4450,hypothetical protein,ZUnknown,1,1971,0.6,66.10,66.1,13,23.32,11.83,0.66,3.56,17.92424242,
Tb927.5.2000,hypothetical protein copurifies with MKT1,ZUnknown,1,1086,0.9,1.59,1.59,0.31,0.34,0.31,0.41,-1.69,0.756097561,
Tb927.5.4020,hypothetical protein no clear yeast or human matches,ZUnknown,1,819,1.8,22.99,22.99,4.52,2.46,3,0.465,1.58,6.451612903,
Tb927.8.7970,"hypothetical protein, brucei-evansi-specific",ZUnknown,1,1485,1.0,20.31,20.31,3.99,4.19,2.82,0.585,1.5,4.820512821,
Tb927.9.3290,"hypothetical protein, conserved",ZUnknown,1,171,1.6,10.34,10.34,2.03,1.31,7.64,#N/A,2.93,#N/A,
Tb927.9.6580,"hypothetical protein, conserved",ZUnknown,1,2169,0.8,64.73,64.73,12.73,15.99,7.37,#N/A,2.88,#N/A,
Tb927.11.16840,"hypothetical protein, conserved",ZUnknown,1,2733,0.9,84.50,84.5,16.61,19.52,7.14,#N/A,2.84,#N/A,
Tb927.11.3800,"hypothetical protein, conserved",ZUnknown,1,729,0.6,7.40,7.4,1.45,2.34,3.21,#N/A,1.68,#N/A,
Tb927.11.13260,"hypothetical protein, conserved",ZUnknown,1,1005,3.1,47.33,47.33,9.31,3.01,2.99,#N/A,1.58,#N/A,
Tb927.9.3930,"hypothetical protein, conserved",ZUnknown,2,1086,2.5,20.34,40.68,8,3.2,2.94,#N/A,1.56,#N/A,
Tb927.9.5800,"hypothetical protein, conserved",ZUnknown,1,351,5.9,29.15,29.15,5.73,0.98,2.78,#N/A,1.48,#N/A,
Tb927.11.11930,"hypothetical protein, conserved",ZUnknown,1,552,2.7,20.52,20.52,4.03,1.48,2.68,#N/A,1.42,#N/A,
Tb927.11.9620,"hypothetical protein, conserved",ZUnknown,1,2253,1.1,31.91,31.91,6.27,5.83,2.59,#N/A,1.37,#N/A,
Tb927.11.15060,"hypothetical protein, conserved",ZUnknown,1,381,2.3,11.48,11.48,2.26,0.98,2.56,#N/A,1.36,#N/A,
Tb927.9.6320,"hypothetical protein, conserved",ZUnknown,1,876,1.8,20.22,20.22,3.98,2.23,2.55,#N/A,1.35,#N/A,
Tb927.11.12450,"hypothetical protein, conserved",ZUnknown,1,1635,0.8,14.46,14.46,2.84,3.78,2.31,#N/A,1.21,#N/A,
Tb927.11.840,"hypothetical protein, conserved",ZUnknown,1,2280,10.4,278.28,278.28,54.71,5.25,2.3,#N/A,1.2,#N/A,
Tb927.3.4700,"hypothetical protein, conserved",ZUnknown,1,1188,3.3,44.60,44.6,8.77,2.64,2.22,#N/A,1.15,#N/A,
Tb927.11.9580,"hypothetical protein, conserved",ZUnknown,1,396,8.6,23.42,23.42,4.6,0.53,1.34,#N/A,0.42,#N/A,
Tb927.9.3490,"hypothetical protein, conserved",ZUnknown,1,771,1.2,3.65,3.65,0.72,0.61,0.79,#N/A,-0.34,#N/A,
Tb927.7.2180,"hypothetical protein, conserved",ZUnknown,1,753,2.0,2.10,2.1,0.41,0.21,0.27,#N/A,-1.89,#N/A,
Tb927.11.16260,"hypothetical protein, conserved",ZUnknown,1,12387,0.4,1.84,1.84,0.36,0.9,0.07,0.82,-3.84,0.085365854,
Tb927.3.2920,"hypothetical protein, conserved",ZUnknown,1,1008,0.6,0.04,0.04,0.01,0.02,0.02,0.165,-5.64,0.121212121,
Tb927.10.10770,"hypothetical protein, conserved",ZUnknown,1,1857,1.6,0.81,0.81,0.16,0.1,0.05,0.25,-4.32,0.2,
Tb927.7.4920,"hypothetical protein, conserved",ZUnknown,1,2226,6.0,5.17,5.17,1.02,0.17,0.08,0.385,-3.64,0.207792208,
Tb927.4.3100,"hypothetical protein, conserved",ZUnknown,1,1095,3.6,1.41,1.41,0.28,0.08,0.07,0.33,-3.84,0.212121212,
Tb927.3.1660,"hypothetical protein, conserved",ZUnknown,1,2370,0.9,1.00,1,0.2,0.22,0.09,0.395,-3.47,0.227848101,
Tb927.10.13690,"hypothetical protein, conserved",ZUnknown,2,1953,2.7,0.95,1.9,0.37,0.14,0.07,0.245,-3.84,0.285714286,
Tb927.2.3090,"hypothetical protein, conserved",ZUnknown,1,546,4.2,2.79,2.79,0.55,0.13,0.24,0.785,-2.06,0.305732484,
Tb927.10.2600,"hypothetical protein, conserved",ZUnknown,1,1755,0.9,1.03,1.03,0.2,0.22,0.13,0.425,-2.94,0.305882353,
Tb927.3.5080,"hypothetical protein, conserved",ZUnknown,1,1596,0.8,0.65,0.65,0.13,0.16,0.1,0.31,-3.32,0.322580645,
Tb927.10.9320,"hypothetical protein, conserved",ZUnknown,1,918,0.9,0.21,0.21,0.04,0.05,0.05,0.145,-4.32,0.344827586,
Tb927.9.13970,"hypothetical protein, conserved",ZUnknown,1,1020,53.3,58.64,58.64,11.53,0.22,0.21,0.535,-2.25,0.392523364,
Tb927.8.4350,"hypothetical protein, conserved",ZUnknown,1,3108,0.6,1.63,1.63,0.32,0.53,0.17,0.41,-2.56,0.414634146,
Tb927.8.8320,"hypothetical protein, conserved",ZUnknown,1,1311,0.8,0.84,0.84,0.17,0.21,0.16,0.37,-2.64,0.432432432,
Tb927.10.3600,"hypothetical protein, conserved",ZUnknown,1,1620,0.3,0.31,0.31,0.06,0.18,0.11,0.25,-3.18,0.44,
Tb927.11.16360,"hypothetical protein, conserved",ZUnknown,1,1056,1.4,1.21,1.21,0.24,0.18,0.17,0.37,-2.56,0.459459459,
Tb927.10.2820,"hypothetical protein, conserved",ZUnknown,1,1491,0.9,0.60,0.6,0.12,0.14,0.09,0.195,-3.47,0.461538462,
Tb927.6.3270,"hypothetical protein, conserved",ZUnknown,1,606,0.9,0.59,0.59,0.12,0.14,0.22,0.475,-2.18,0.463157895,
Tb927.3.2740,"hypothetical protein, conserved",ZUnknown,1,921,5.2,4.64,4.64,0.91,0.18,0.19,0.41,-2.4,0.463414634,
Tb927.11.15620,"hypothetical protein, conserved",ZUnknown,1,1875,2.0,3.34,3.34,0.66,0.33,0.17,0.365,-2.56,0.465753425,
Tb927.11.5210,"hypothetical protein, conserved",ZUnknown,1,1788,0.5,0.64,0.64,0.13,0.26,0.15,0.295,-2.74,0.508474576,
Tb927.11.14060,"hypothetical protein, conserved",ZUnknown,1,1302,0.9,0.73,0.73,0.14,0.16,0.12,0.235,-3.06,0.510638298,
Tb927.11.14500,"hypothetical protein, conserved",ZUnknown,1,1281,2.8,5.22,5.22,1.03,0.37,0.29,0.56,-1.79,0.517857143,
Tb927.10.9290,"hypothetical protein, conserved",ZUnknown,1,1083,3.4,3.91,3.91,0.77,0.23,0.21,0.4,-2.25,0.525,
Tb927.8.5050,"hypothetical protein, conserved",ZUnknown,1,2241,0.4,0.63,0.63,0.12,0.34,0.15,0.275,-2.74,0.545454545,
Tb927.11.14640,"hypothetical protein, conserved",ZUnknown,1,1818,1.5,2.56,2.56,0.5,0.34,0.19,0.345,-2.4,0.550724638,
Tb927.10.530,"hypothetical protein, conserved",ZUnknown,1,2067,0.6,0.91,0.91,0.18,0.29,0.14,0.25,-2.84,0.56,
Tb927.4.1060,"hypothetical protein, conserved",ZUnknown,1,3306,1.2,5.60,5.6,1.1,0.9,0.27,0.48,-1.89,0.5625,
Tb927.10.950,"hypothetical protein, conserved",ZUnknown,1,1407,1.6,2.81,2.81,0.55,0.35,0.25,0.44,-2,0.568181818,
Tb927.10.8760,"hypothetical protein, conserved",ZUnknown,1,1170,1.4,1.57,1.57,0.31,0.22,0.19,0.33,-2.4,0.575757576,
Tb927.7.2130,"hypothetical protein, conserved",ZUnknown,1,1383,5.7,7.06,7.06,1.39,0.24,0.17,0.29,-2.56,0.586206897,
Tb927.4.950,"hypothetical protein, conserved",ZUnknown,1,975,4.4,4.68,4.68,0.92,0.21,0.22,0.375,-2.18,0.586666667,
Tb927.11.5160,"hypothetical protein, conserved",ZUnknown,1,2781,1.2,3.95,3.95,0.78,0.67,0.24,0.405,-2.06,0.592592593,
Tb927.4.740,"hypothetical protein, conserved",ZUnknown,1,1296,6.1,9.25,9.25,1.82,0.3,0.23,0.37,-2.12,0.621621622,
Tb927.10.1370,"hypothetical protein, conserved",ZUnknown,1,852,3.6,3.66,3.66,0.72,0.2,0.23,0.365,-2.12,0.630136986,
Tb927.6.3830,"hypothetical protein, conserved",ZUnknown,1,1350,2.3,3.38,3.38,0.66,0.29,0.21,0.33,-2.25,0.636363636,
Tb927.9.7030,"hypothetical protein, conserved",ZUnknown,1,4956,1.4,10.72,10.72,2.11,1.51,0.31,0.47,-1.69,0.659574468,
Tb927.9.5370,"hypothetical protein, conserved",ZUnknown,1,612,6.0,4.05,4.05,0.8,0.13,0.22,0.33,-2.18,0.666666667,
Tb927.9.7580,"hypothetical protein, conserved",ZUnknown,1,1728,3.9,8.56,8.56,1.68,0.43,0.25,0.375,-2,0.666666667,
Tb927.11.5240,"hypothetical protein, conserved",ZUnknown,1,1533,2.4,5.29,5.29,1.04,0.44,0.28,0.415,-1.84,0.674698795,
Tb927.10.12160,"hypothetical protein, conserved",ZUnknown,1,1113,1.3,1.38,1.38,0.27,0.21,0.19,0.275,-2.4,0.690909091,
Tb927.9.13630,"hypothetical protein, conserved",ZUnknown,1,1119,8.4,12.23,12.23,2.4,0.29,0.26,0.375,-1.94,0.693333333,
Tb927.11.15790,"hypothetical protein, conserved",ZUnknown,1,1197,1.4,2.31,2.31,0.45,0.32,0.27,0.38,-1.89,0.710526316,
Tb927.2.4800,"hypothetical protein, conserved",ZUnknown,1,1074,9.0,15.88,15.88,3.12,0.35,0.32,0.45,-1.64,0.711111111,
Tb927.6.3410,"hypothetical protein, conserved",ZUnknown,1,936,0.9,0.65,0.65,0.13,0.15,0.16,0.225,-2.64,0.711111111,
Tb927.11.13530,"hypothetical protein, conserved",ZUnknown,1,666,3.2,3.40,3.4,0.67,0.21,0.32,0.44,-1.64,0.727272727,
Tb927.1.3040,"hypothetical protein, conserved",ZUnknown,1,813,5.6,5.89,5.89,1.16,0.21,0.26,0.355,-1.94,0.732394366,
Tb927.11.3010,"hypothetical protein, conserved",ZUnknown,1,1716,3.4,9.93,9.93,1.95,0.58,0.34,0.46,-1.56,0.739130435,
Tb927.9.11750,"hypothetical protein, conserved",ZUnknown,1,951,3.5,6.97,6.97,1.37,0.39,0.41,0.55,-1.29,0.745454545,
Tb927.2.3390,"hypothetical protein, conserved",ZUnknown,1,2286,2.2,10.97,10.97,2.16,1,0.44,0.585,-1.18,0.752136752,
Tb927.4.500,"hypothetical protein, conserved",ZUnknown,1,1293,0.7,0.86,0.86,0.17,0.26,0.2,0.26,-2.32,0.769230769,
Tb927.9.4570,"hypothetical protein, conserved",ZUnknown,1,660,2.9,3.89,3.89,0.76,0.26,0.39,0.5,-1.36,0.78,
Tb927.11.7880,"hypothetical protein, conserved",ZUnknown,1,480,6.7,4.40,4.4,0.87,0.13,0.27,0.335,-1.89,0.805970149,
Tb927.11.12760,"hypothetical protein, conserved",ZUnknown,1,783,3.9,8.57,8.57,1.68,0.43,0.55,0.66,-0.86,0.833333333,
Tb927.7.5390,"hypothetical protein, conserved",ZUnknown,1,4224,0.6,3.47,3.47,0.68,1.17,0.28,0.33,-1.84,0.848484848,
Tb927.9.11670,"hypothetical protein, conserved",ZUnknown,1,3675,1.3,8.60,8.6,1.69,1.26,0.34,0.4,-1.56,0.85,
Tb927.3.4430,"hypothetical protein, conserved",ZUnknown,1,1827,1.6,4.28,4.28,0.84,0.53,0.29,0.34,-1.79,0.852941176,
Tb927.7.1150,"hypothetical protein, conserved",ZUnknown,1,3939,0.5,5.23,5.23,1.03,1.91,0.48,0.56,-1.06,0.857142857,
Tb927.7.7490,"hypothetical protein, conserved",ZUnknown,1,837,0.7,0.85,0.85,0.17,0.23,0.28,0.325,-1.84,0.861538462,
Tb927.4.3030,"hypothetical protein, conserved",ZUnknown,1,1416,2.8,6.70,6.7,1.32,0.47,0.33,0.38,-1.6,0.868421053,
Tb927.10.12880,"hypothetical protein, conserved",ZUnknown,1,1323,3.8,5.46,5.46,1.07,0.28,0.21,0.24,-2.25,0.875,
Tb927.11.2980,"hypothetical protein, conserved",ZUnknown,1,645,3.3,4.47,4.47,0.88,0.26,0.41,0.465,-1.29,0.88172043,
Tb927.5.740,"hypothetical protein, conserved",ZUnknown,1,630,14.3,23.39,23.39,4.6,0.32,0.51,0.575,-0.97,0.886956522,
Tb927.6.2160,"hypothetical protein, conserved",ZUnknown,1,888,7.4,9.39,9.39,1.85,0.25,0.28,0.305,-1.84,0.918032787,
Tb927.8.7810,"hypothetical protein, conserved",ZUnknown,1,921,1.9,2.03,2.03,0.4,0.22,0.23,0.25,-2.12,0.92,
Tb927.11.13350,"hypothetical protein, conserved",ZUnknown,1,1266,3.1,8.15,8.15,1.6,0.51,0.41,0.445,-1.29,0.921348315,
Tb927.3.1220,"hypothetical protein, conserved",ZUnknown,1,1536,2.6,7.48,7.48,1.47,0.56,0.37,0.4,-1.43,0.925,
Tb927.5.3470,"hypothetical protein, conserved",ZUnknown,1,1269,3.5,7.09,7.09,1.39,0.4,0.31,0.335,-1.69,0.925373134,
Tb927.5.1350,"hypothetical protein, conserved",ZUnknown,1,1011,2.5,3.92,3.92,0.77,0.31,0.31,0.335,-1.69,0.925373134,
Tb927.11.11510,"hypothetical protein, conserved",ZUnknown,1,882,5.7,11.94,11.94,2.35,0.41,0.46,0.495,-1.12,0.929292929,
Tb927.5.2360,"hypothetical protein, conserved",ZUnknown,1,2262,0.6,2.71,2.71,0.53,0.92,0.41,0.44,-1.29,0.931818182,
Tb927.5.4130,"hypothetical protein, conserved",ZUnknown,1,3195,2.5,16.99,16.99,3.34,1.34,0.42,0.45,-1.25,0.933333333,
Tb927.8.5190,"hypothetical protein, conserved",ZUnknown,1,771,0.8,0.46,0.46,0.09,0.12,0.15,0.16,-2.74,0.9375,
Tb927.8.6570,"hypothetical protein, conserved",ZUnknown,1,675,1.6,1.84,1.84,0.36,0.22,0.33,0.35,-1.6,0.942857143,
Tb927.8.2190,"hypothetical protein, conserved",ZUnknown,1,570,7.2,11.32,11.32,2.23,0.31,0.54,0.57,-0.89,0.947368421,
Tb927.9.6670,"hypothetical protein, conserved",ZUnknown,1,7653,0.7,18.26,18.26,3.59,4.84,0.63,0.665,-0.67,0.947368421,
Tb927.11.6910,"hypothetical protein, conserved",ZUnknown,1,2751,0.7,2.84,2.84,0.56,0.79,0.29,0.305,-1.79,0.950819672,
Tb927.9.8580,"hypothetical protein, conserved",ZUnknown,1,393,12.2,10.85,10.85,2.13,0.17,0.44,0.46,-1.18,0.956521739,
Tb927.9.6410,"hypothetical protein, conserved",ZUnknown,1,2013,2.7,15.15,15.15,2.98,1.12,0.56,0.585,-0.84,0.957264957,
Tb927.8.1530,"hypothetical protein, conserved",ZUnknown,1,1449,3.8,10.22,10.22,2.01,0.53,0.36,0.375,-1.47,0.96,
Tb927.1.2700,"hypothetical protein, conserved",ZUnknown,1,1233,3.7,11.40,11.4,2.24,0.61,0.49,0.51,-1.03,0.960784314,
Tb927.4.1570,"hypothetical protein, conserved",ZUnknown,1,948,3.6,6.71,6.71,1.32,0.37,0.39,0.405,-1.36,0.962962963,
Tb927.7.5100,"hypothetical protein, conserved",ZUnknown,1,876,9.0,16.01,16.01,3.15,0.35,0.4,0.415,-1.32,0.963855422,
Tb927.10.7220,"hypothetical protein, conserved",ZUnknown,1,1362,1.8,5.15,5.15,1.01,0.57,0.42,0.435,-1.25,0.965517241,
Tb927.3.2160,"hypothetical protein, conserved",ZUnknown,1,1404,1.8,4.20,4.2,0.83,0.46,0.33,0.34,-1.6,0.970588235,
Tb927.9.2800,"hypothetical protein, conserved",ZUnknown,1,648,4.8,3.05,3.05,0.6,0.13,0.19,0.195,-2.4,0.974358974,
Tb927.11.11390,"hypothetical protein, conserved",ZUnknown,1,819,3.7,9.51,9.51,1.87,0.5,0.61,0.625,-0.71,0.976,
Tb927.8.6320,"hypothetical protein, conserved",ZUnknown,1,1254,1.7,6.03,6.03,1.19,0.72,0.57,0.58,-0.81,0.982758621,
Tb927.10.11000,"hypothetical protein, conserved",ZUnknown,1,1017,4.0,6.06,6.06,1.19,0.3,0.29,0.295,-1.79,0.983050847,
Tb927.9.14190,"hypothetical protein, conserved",ZUnknown,1,4032,0.3,2.94,2.94,0.58,1.67,0.42,0.425,-1.25,0.988235294,
