Gene ID	Genomic Location (Gene)	Product Description	Gene Type	Input ID	
Tb927.2.5830	Tb927_02_v5.1:1,057,460..1,058,457(+)	hypothetical protein, conserved	protein coding	Tb927.2.5830	
Tb927.2.5850	Tb927_02_v5.1:1,058,691..1,059,083(+)	small nuclear ribonucleoprotein SmD2	protein coding	Tb927.2.5850	
Tb927.2.5890	Tb927_02_v5.1:1,071,724..1,073,423(+)	hypothetical protein, conserved	protein coding	Tb927.2.5890	
Tb927.2.5900	Tb927_02_v5.1:1,073,525..1,076,935(+)	hypothetical protein, conserved	protein coding	Tb927.2.5900	
Tb927.2.5930	Tb927_02_v5.1:1,077,803..1,079,749(+)	hypothetical protein, conserved	protein coding	Tb927.2.5930	
Tb927.2.5950	Tb927_02_v5.1:1,080,102..1,082,234(+)	hypothetical protein, conserved	protein coding	Tb927.2.5950	
Tb927.2.5970	Tb927_02_v5.1:1,082,338..1,084,214(+)	hypothetical protein, conserved	protein coding	Tb927.2.5970	
Tb927.2.5980	Tb927_02_v5.1:1,084,364..1,087,644(+)	chaperone protein ClpB1, putative	protein coding	Tb927.2.5980	
Tb927.2.6000	Tb927_02_v5.1:1,087,774..1,092,746(+)	glycosylphosphatidylinositol-specific phospholipase C	protein coding	Tb927.2.6000	
Tb927.2.6050	Tb927_02_v5.1:1,092,608..1,095,501(+)	beta prime COP protein	protein coding	Tb927.2.6050	
Tb927.2.6070	Tb927_02_v5.1:1,096,318..1,097,380(+)	mitochondrial RNA binding complex 1 subunit	protein coding	Tb927.2.6070	
Tb927.2.6080	Tb927_02_v5.1:1,097,566..1,099,351(+)	hypothetical protein, conserved	protein coding	Tb927.2.6080	
Tb927.2.6100	Tb927_02_v5.1:1,100,311..1,102,052(+)	hypothetical protein, conserved	protein coding	Tb927.2.6100	
Tb927.2.6130	Tb927_02_v5.1:1,102,710..1,105,984(+)	ABC transporter, putative	protein coding	Tb927.2.6130	
Tb927.2.950	Tb927_02_v5.1:158,783..164,921(+)	paraflagellar rod component, putative	protein coding	Tb927.2.950	
Tb927.3.1000	Tb927_03_v5.1:245,482..246,148(+)	frataxin-like, mitochondrial precursor, putative	protein coding	Tb927.3.1000	
Tb927.3.1010	Tb927_03_v5.1:246,717..249,385(+)	hypothetical protein, conserved	protein coding	Tb927.3.1010	
Tb927.3.1020	Tb927_03_v5.1:250,863..252,492(+)	Flagellum attachment zone protein 13	protein coding	Tb927.3.1020	
Tb927.3.1030	Tb927_03_v5.1:253,111..254,890(+)	RNA-binding protein	protein coding	Tb927.3.1030	
Tb927.3.1070	Tb927_03_v5.1:263,815..265,161(+)	Peptide chain release factor 1, mitochondrial, putative	protein coding	Tb927.3.1070	
Tb927.3.1080	Tb927_03_v5.1:265,291..266,383(+)	Present in the outer mitochondrial membrane proteome 23	protein coding	Tb927.3.1080	
Tb927.3.1090	Tb927_03_v5.1:267,363..268,841(+)	U1 small nuclear ribonucleoprotein 24 kDa	protein coding	Tb927.3.1090	
Tb927.3.1100	Tb927_03_v5.1:268,941..270,153(+)	exonuclease, putative	protein coding	Tb927.3.1100	
Tb927.3.1110	Tb927_03_v5.1:270,600..273,554(+)	Putative intraflagellar transport protein A1	protein coding	Tb927.3.1110	
Tb927.3.1120	Tb927_03_v5.1:273,335..274,386(+)	GTP-binding nuclear protein rtb2, putative	protein coding	Tb927.3.1120	
Tb927.3.1130	Tb927_03_v5.1:275,749..277,813(+)	DNA polymerase delta subunit 2, putative	protein coding	Tb927.3.1130	
Tb927.3.1140	Tb927_03_v5.1:278,070..279,804(+)	Surp module, putative	protein coding	Tb927.3.1140	
Tb927.3.1150	Tb927_03_v5.1:279,969..280,820(+)	Conserved hypothetical ATP binding protein, putative	protein coding	Tb927.3.1150	
Tb927.3.1160	Tb927_03_v5.1:281,187..282,109(+)	hypothetical protein, conserved	protein coding	Tb927.3.1160	
Tb927.3.1170	Tb927_03_v5.1:282,350..283,598(+)	TAP42-like family, putative	protein coding	Tb927.3.1170	
Tb927.3.1180	Tb927_03_v5.1:284,386..287,722(+)	hypothetical protein, conserved	protein coding	Tb927.3.1180	
Tb927.3.1190	Tb927_03_v5.1:287,854..295,302(+)	hypothetical protein, conserved	protein coding	Tb927.3.1190	
Tb927.3.1200	Tb927_03_v5.1:295,449..299,602(+)	hypothetical protein, conserved	protein coding	Tb927.3.1200	
Tb927.3.1210	Tb927_03_v5.1:299,844..303,697(+)	protein transport protein Sec24	protein coding	Tb927.3.1210	
Tb927.3.1220	Tb927_03_v5.1:304,021..306,138(+)	GIY-YIG catalytic domain containing protein, putative	protein coding	Tb927.3.1220	
Tb927.3.1230	Tb927_03_v5.1:306,258..309,165(+)	Dicer-like protein 2	protein coding	Tb927.3.1230	
Tb927.3.1240	Tb927_03_v5.1:309,393..310,453(+)	Serine/threonine-protein phosphatase 2A, putative	protein coding	Tb927.3.1240	
Tb927.3.1250	Tb927_03_v5.1:311,302..312,114(+)	DNA-directed RNA polymerase I subunit RPB10	protein coding	Tb927.3.1250	
Tb927.3.1260	Tb927_03_v5.1:312,251..312,852(+)	hypothetical protein, conserved	protein coding	Tb927.3.1260	
Tb927.3.1270	Tb927_03_v5.1:313,144..315,082(+)	PRP38 family, putative	protein coding	Tb927.3.1270	
Tb927.3.1280	Tb927_03_v5.1:315,192..316,662(+)	NPL4 family, putative	protein coding	Tb927.3.1280	
Tb927.3.1290	Tb927_03_v5.1:317,030..320,311(+)	cullin 4B, putative	protein coding	Tb927.3.1290	
Tb927.3.1300	Tb927_03_v5.1:320,460..323,088(+)	hypothetical protein, conserved	protein coding	Tb927.3.1300	
Tb927.3.1310	Tb927_03_v5.1:323,216..327,123(+)	hypothetical protein, conserved	protein coding	Tb927.3.1310	
Tb927.3.1320	Tb927_03_v5.1:327,406..330,879(+)	hypothetical protein, conserved	protein coding	Tb927.3.1320	
Tb927.3.1330	Tb927_03_v5.1:331,236..335,738(+)	hypothetical protein, conserved	protein coding	Tb927.3.1330	
Tb927.3.1340	Tb927_03_v5.1:335,897..337,895(+)	Nuclear cap-binding protein subunit 66	protein coding	Tb927.3.1340	
Tb927.3.1350	Tb927_03_v5.1:338,139..341,161(+)	hypothetical protein, conserved	protein coding	Tb927.3.1350	
Tb927.3.1360	Tb927_03_v5.1:341,304..343,335(+)	cytosine-specific DNA methylase, putative	protein coding	Tb927.3.1360	
Tb927.3.1380	Tb927_03_v5.1:344,355..347,117(+)	ATP synthase subunit beta, mitochondrial	protein coding	Tb927.3.1380	
Tb927.3.1390	Tb927_03_v5.1:347,223..349,483(+)	LMBR1-like membrane protein, putative	protein coding	Tb927.3.1390	
Tb927.3.1400	Tb927_03_v5.1:349,867..351,680(+)	alpha-tubulin N-acetyltransferase, putative	protein coding	Tb927.3.1400	
Tb927.3.1410	Tb927_03_v5.1:352,754..353,633(+)	cytochrome oxidase subunit VII	protein coding	Tb927.3.1410	
Tb927.3.1420	Tb927_03_v5.1:353,744..364,947(+)	hypothetical protein, conserved	protein coding	Tb927.3.1420	
Tb927.3.1430	Tb927_03_v5.1:365,058..366,736(+)	chaperone protein DnaJ, putative	protein coding	Tb927.3.1430	
Tb927.3.1440	Tb927_03_v5.1:366,880..369,911(+)	Spastin, putative	protein coding	Tb927.3.1440	
Tb927.3.1540	Tb927_03_v5.1:401,481..403,335(-)	CAAX amino terminal protease, putative	protein coding	Tb927.3.1540	
Tb927.3.1550	Tb927_03_v5.1:402,771..407,043(-)	Rab3 GTPase-activating protein catalytic subunit, putative	protein coding	Tb927.3.1550	
Tb927.3.1560	Tb927_03_v5.1:407,164..409,440(-)	TRF-Interacting Factor 2	protein coding	Tb927.3.1560	
Tb927.3.1570	Tb927_03_v5.1:409,345..412,681(-)	Lapatinib-binding protein kinase 3	protein coding	Tb927.3.1570	
Tb927.3.1580	Tb927_03_v5.1:412,885..414,608(-)	hypothetical protein, conserved	protein coding	Tb927.3.1580	
Tb927.3.1590	Tb927_03_v5.1:415,240..417,301(-)	mitochondrial RNA binding complex 1 subunit	protein coding	Tb927.3.1590	
Tb927.3.1600	Tb927_03_v5.1:417,775..418,332(-)	Mitochondrial import inner membrane translocase subunit 10	protein coding	Tb927.3.1600	
Tb927.3.1610	Tb927_03_v5.1:419,800..422,046(-)	CMGC/CLK family protein kinase, putative	protein coding	Tb927.3.1610	
Tb927.3.1620	Tb927_03_v5.1:423,166..428,105(-)	ER-golgi trafficking TRAPP I complex 85 kDa subunit, putative	protein coding	Tb927.3.1620	
Tb927.3.1630	Tb927_03_v5.1:428,454..433,034(-)	casein kinase 1, putative	protein coding	Tb927.3.1630	
Tb927.3.1660	Tb927_03_v5.1:436,051..438,731(-)	SUMO-interacting motif-containing protein	protein coding	Tb927.3.1660	
Tb927.3.1670	Tb927_03_v5.1:439,329..442,671(-)	hypothetical protein, conserved	protein coding	Tb927.3.1670	
Tb927.3.1680	Tb927_03_v5.1:442,967..444,658(-)	Eukaryotic translation initiation factor 3 subunit F	protein coding	Tb927.3.1680	
Tb927.3.1690	Tb927_03_v5.1:445,257..446,001(-)	Mitochondrial ATP synthase subunit, putative	protein coding	Tb927.3.1690	
Tb927.3.1700	Tb927_03_v5.1:446,049..448,336(-)	diacylglycerol acyltransferase, putative	protein coding	Tb927.3.1700	
Tb927.3.1710	Tb927_03_v5.1:448,615..449,807(-)	mitochondrial ribosomal protein l24	protein coding	Tb927.3.1710	
Tb927.3.1720	Tb927_03_v5.1:450,752..451,873(-)	hypothetical protein, conserved	protein coding	Tb927.3.1720	
Tb927.3.1730	Tb927_03_v5.1:451,668..453,139(-)	hypothetical protein, conserved	protein coding	Tb927.3.1730	
Tb927.3.1740	Tb927_03_v5.1:453,791..456,014(-)	hypothetical protein, conserved	protein coding	Tb927.3.1740	
Tb927.3.1750	Tb927_03_v5.1:456,208..457,114(-)	Mad2-like HORMA domain containing protein	protein coding	Tb927.3.1750	
Tb927.3.1760	Tb927_03_v5.1:457,291..458,329(-)	chaperone protein DnaJ, putative	protein coding	Tb927.3.1760	
Tb927.3.1770	Tb927_03_v5.1:458,765..461,733(-)	leucine-rich repeat protein (LRRP), putative	protein coding	Tb927.3.1770	
Tb927.3.1780	Tb927_03_v5.1:461,872..462,669(-)	U6 snRNA-associated Sm-like protein LSm8p	protein coding	Tb927.3.1780	
Tb927.3.1790	Tb927_03_v5.1:462,844..465,285(-)	pyruvate dehydrogenase E1 beta subunit, putative	protein coding	Tb927.3.1790	
Tb927.3.1800	Tb927_03_v5.1:465,205..470,148(-)	hypothetical protein, conserved	protein coding	Tb927.3.1800	
Tb927.3.1810	Tb927_03_v5.1:470,285..471,813(-)	hypothetical protein, conserved	protein coding	Tb927.3.1810	
Tb927.3.1820	Tb927_03_v5.1:471,969..474,256(-)	mitochondrial RNA binding complex 1 subunit	protein coding	Tb927.3.1820	
Tb927.3.1830	Tb927_03_v5.1:474,527..476,028(-)	hypothetical protein, conserved	protein coding	Tb927.3.1830	
Tb927.3.1840	Tb927_03_v5.1:477,766..479,137(-)	3-oxo-5-alpha-steroid 4-dehydrogenase, putative	protein coding	Tb927.3.1840	
Tb927.3.1850	Tb927_03_v5.1:480,261..482,206(-)	CMGC/MAPK protein kinase, putative	protein coding	Tb927.3.1850	
Tb927.3.1860	Tb927_03_v5.1:483,401..486,261(-)	ATP-grasp domain containing protein, putative	protein coding	Tb927.3.1860	
Tb927.3.1870	Tb927_03_v5.1:486,395..488,138(-)	CHAP domain containing protein, putative	protein coding	Tb927.3.1870	
Tb927.3.1880	Tb927_03_v5.1:488,289..490,601(-)	hypothetical protein, conserved	protein coding	Tb927.3.1880	
Tb927.3.1890	Tb927_03_v5.1:490,837..492,278(-)	cytochrome c oxidase assembly protein, putative	protein coding	Tb927.3.1890	
Tb927.3.1910	Tb927_03_v5.1:497,029..503,599(-)	Histone RNA hairpin-binding protein RNA-binding domain containing protein, putative	protein coding	Tb927.3.1910	
Tb927.3.1920	Tb927_03_v5.1:505,033..507,794(-)	General negative regulator of transcription subunit 5	protein coding	Tb927.3.1920	
Tb927.3.1930	Tb927_03_v5.1:508,299..509,783(-)	pre-mrna-processing factor 17	protein coding	Tb927.3.1930	
Tb927.3.1940	Tb927_03_v5.1:510,641..511,970(-)	TLP18.3, Psb32 and MOLO-1 founding proteins of phosphatase, putative	protein coding	Tb927.3.1940	
Tb927.3.1960	Tb927_03_v5.1:514,271..515,762(-)	hypothetical protein, conserved	protein coding	Tb927.3.1960	
Tb927.3.1970	Tb927_03_v5.1:516,166..517,317(-)	phosphopantothenoylcysteine synthetase, putative	protein coding	Tb927.3.1970	
Tb927.3.1980	Tb927_03_v5.1:517,473..518,492(-)	hypothetical protein, conserved	protein coding	Tb927.3.1980	
Tb927.3.1990	Tb927_03_v5.1:518,617..520,892(-)	Tetratricopeptide repeat, putative	protein coding	Tb927.3.1990	
Tb927.3.2000	Tb927_03_v5.1:521,498..522,203(-)	RNA-binding protein, putative	protein coding	Tb927.3.2000	
Tb927.3.2010	Tb927_03_v5.1:522,343..524,255(-)	hypothetical protein, conserved	protein coding	Tb927.3.2010	
Tb927.3.2020	Tb927_03_v5.1:524,836..527,296(-)	kinesin, putative	protein coding	Tb927.3.2020	
Tb927.3.2030	Tb927_03_v5.1:527,456..528,219(-)	acylphosphatase, putative	protein coding	Tb927.3.2030	
Tb927.3.2040	Tb927_03_v5.1:528,394..532,752(-)	kinesin, putative	protein coding	Tb927.3.2040	
Tb927.3.2050	Tb927_03_v5.1:534,065..539,224(-)	Minicircle replication factor 172	protein coding	Tb927.3.2050	
Tb927.3.2060	Tb927_03_v5.1:539,717..542,646(-)	STE20-like serine/threonine-protein kinase, putative	protein coding	Tb927.3.2060	
Tb927.3.2070	Tb927_03_v5.1:542,793..547,521(-)	hypothetical protein, conserved	protein coding	Tb927.3.2070	
Tb927.3.2080	Tb927_03_v5.1:548,257..549,166(-)	hypothetical protein, conserved	protein coding	Tb927.3.2080	
Tb927.3.2090	Tb927_03_v5.1:549,317..551,930(-)	Xaa-Pro aminopeptidase, putative	protein coding	Tb927.3.2090	
Tb927.3.2100	Tb927_03_v5.1:552,061..554,173(-)	hypothetical protein, conserved	protein coding	Tb927.3.2100	
Tb927.3.2110	Tb927_03_v5.1:556,358..557,917(-)	Mitochondrial import inner membrane translocase subunit TIM50	protein coding	Tb927.3.2110	
Tb927.3.2120	Tb927_03_v5.1:558,218..560,058(-)	hypothetical protein, conserved	protein coding	Tb927.3.2120	
Tb927.3.2130	Tb927_03_v5.1:560,389..562,683(-)	RNA pseudouridylate synthase, putative	protein coding	Tb927.3.2130	
Tb927.3.2140	Tb927_03_v5.1:563,309..566,371(-)	transcription activator, putative	protein coding	Tb927.3.2140	
Tb927.3.2150	Tb927_03_v5.1:566,516..567,960(-)	protein phosphatase 2C, putative	protein coding	Tb927.3.2150	
Tb927.3.2160	Tb927_03_v5.1:568,114..569,864(-)	Rieske-like [2Fe-2S] domain containing protein, putative	protein coding	Tb927.3.2160	
Tb927.3.2170	Tb927_03_v5.1:570,057..572,987(-)	translation elongation factor EF-2, putative	protein coding	Tb927.3.2170	
Tb927.3.2180	Tb927_03_v5.1:573,104..574,120(-)	Mitochondrial ATP synthase subunit, putative	protein coding	Tb927.3.2180	
Tb927.3.2190	Tb927_03_v5.1:574,254..575,227(-)	Capping enzyme RNA triphosphatase 1	protein coding	Tb927.3.2190	
Tb927.3.2200	Tb927_03_v5.1:575,334..576,611(-)	TPR repeat, putative	protein coding	Tb927.3.2200	
Tb927.3.2210	Tb927_03_v5.1:576,772..579,140(-)	KIF-1 binding protein C terminal, putative	protein coding	Tb927.3.2210	
Tb927.3.2220	Tb927_03_v5.1:579,399..580,100(-)	eukaryotic translation initiation factor 3 subunit j	protein coding	Tb927.3.2220	
Tb927.3.2230	Tb927_03_v5.1:580,289..581,871(-)	succinyl-CoA synthetase alpha subunit, putative	protein coding	Tb927.3.2230	
Tb927.3.2240	Tb927_03_v5.1:582,246..583,460(-)	BRO1-like domain containing protein, putative	protein coding	Tb927.3.2240	
Tb927.3.2250	Tb927_03_v5.1:583,537..584,518(-)	hypothetical protein, conserved	protein coding	Tb927.3.2250	
Tb927.3.2260	Tb927_03_v5.1:584,662..585,419(-)	Mitochondrial SSU ribosomal protein, putative	protein coding	Tb927.3.2260	
Tb927.3.2270	Tb927_03_v5.1:587,853..589,227(+)	hypothetical protein, conserved	protein coding	Tb927.3.2270	
Tb927.3.2280	Tb927_03_v5.1:589,430..591,236(+)	vacuolar sorting protein 33 , putative	protein coding	Tb927.3.2280	
Tb927.3.2290	Tb927_03_v5.1:591,399..592,520(+)	chaperone protein DnaJ, putative	protein coding	Tb927.3.2290	
Tb927.3.2300	Tb927_03_v5.1:592,641..593,317(+)	DNL zinc finger, putative	protein coding	Tb927.3.2300	
Tb927.3.2310	Tb927_03_v5.1:593,403..594,691(+)	parkin coregulated gene protein	protein coding	Tb927.3.2310	
Tb927.3.2320	Tb927_03_v5.1:594,894..597,350(+)	COP9 signalosome complex subunit 2, putative	protein coding	Tb927.3.2320	
Tb927.3.2330	Tb927_03_v5.1:596,450..599,660(+)	kinetoplastid kinetochore protein 17	protein coding	Tb927.3.2330	
Tb927.3.2340	Tb927_03_v5.1:599,796..600,844(+)	Peroxisome biogenesis protein 2	protein coding	Tb927.3.2340	
Tb927.3.2350	Tb927_03_v5.1:601,303..601,909(+)	hypothetical protein, conserved	protein coding	Tb927.3.2350	
Tb927.3.2360	Tb927_03_v5.1:602,053..603,548(+)	hypothetical protein, conserved	protein coding	Tb927.3.2360	
Tb927.3.2370	Tb927_03_v5.1:603,846..604,470(+)	hypothetical protein, conserved	protein coding	Tb927.3.2370	
Tb927.3.2380	Tb927_03_v5.1:604,751..605,127(+)	hypothetical protein, conserved	protein coding	Tb927.3.2380	
Tb927.3.2390	Tb927_03_v5.1:605,441..606,956(+)	hypothetical protein, conserved	protein coding	Tb927.3.2390	
Tb927.3.2400	Tb927_03_v5.1:607,231..608,488(+)	palmitoyl acyltransferase 10, putative	protein coding	Tb927.3.2400	
Tb927.3.2410	Tb927_03_v5.1:608,640..609,693(+)	Peroxisome biogenesis factor 10	protein coding	Tb927.3.2410	
Tb927.3.2420	Tb927_03_v5.1:610,034..610,492(+)	Microsomal signal peptidase 12 kDa subunit (SPC12), putative	protein coding	Tb927.3.2420	
Tb927.3.2430	Tb927_03_v5.1:610,796..614,054(+)	Alsin, putative	protein coding	Tb927.3.2430	
Tb927.3.2440	Tb927_03_v5.1:614,177..615,758(+)	AGC essential kinase 1	protein coding	Tb927.3.2440	
Tb927.3.2460	Tb927_03_v5.1:617,728..619,316(+)	hypothetical protein, conserved	protein coding	Tb927.3.2460	
Tb927.3.2470	Tb927_03_v5.1:619,537..622,242(+)	Pumilio homology domain family member 8	protein coding	Tb927.3.2470	
Tb927.3.2480	Tb927_03_v5.1:625,117..626,269(+)	Arv1-like family, putative	protein coding	Tb927.3.2480	
Tb927.3.2490	Tb927_03_v5.1:626,390..629,765(+)	hypothetical protein, conserved	protein coding	Tb927.3.2490	
Tb927.3.2600	Tb927_03_v5.1:652,232..659,249(-)	ATP-dependent DEAD/H RNA helicase, putative	protein coding	Tb927.3.2600	
Tb927.3.2610	Tb927_03_v5.1:659,361..662,313(-)	GPI inositol deacylase 2	protein coding	Tb927.3.2610	
Tb927.3.2620	Tb927_03_v5.1:662,470..669,988(-)	hypothetical protein, conserved	protein coding	Tb927.3.2620	
Tb927.3.2630	Tb927_03_v5.1:669,277..672,597(-)	hypothetical protein, conserved	protein coding	Tb927.3.2630	
Tb927.3.2640	Tb927_03_v5.1:673,016..674,173(-)	hypothetical protein, conserved	protein coding	Tb927.3.2640	
Tb927.3.2650	Tb927_03_v5.1:674,328..674,967(-)	cytochrome c oxidase copper chaperone, putative	protein coding	Tb927.3.2650	
Tb927.3.2660	Tb927_03_v5.1:675,093..677,416(-)	TatD related DNase, putative	protein coding	Tb927.3.2660	
Tb927.3.2670	Tb927_03_v5.1:677,574..678,718(-)	hypothetical protein, conserved	protein coding	Tb927.3.2670	
Tb927.3.2680	Tb927_03_v5.1:678,839..680,865(-)	Ubiquitin-like domain containing protein, putative	protein coding	Tb927.3.2680	
Tb927.3.2690	Tb927_03_v5.1:682,253..686,686(-)	AGC/RSK family serine/threonine kinase, putative	protein coding	Tb927.3.2690	
Tb927.3.2700	Tb927_03_v5.1:687,015..688,420(-)	hypothetical protein, conserved	protein coding	Tb927.3.2700	
Tb927.3.2710	Tb927_03_v5.1:688,583..693,116(-)	6-phosphofructo-2-kinase 2	protein coding	Tb927.3.2710	
Tb927.3.2720	Tb927_03_v5.1:693,525..695,303(-)	hypothetical protein	protein coding	Tb927.3.2720	
Tb927.3.2730	Tb927_03_v5.1:695,723..701,068(-)	SUMO-interacting motif-containing protein	protein coding	Tb927.3.2730	
Tb927.3.2740	Tb927_03_v5.1:701,310..702,850(-)	hypothetical protein, conserved	protein coding	Tb927.3.2740	
Tb927.3.2750	Tb927_03_v5.1:702,954..706,131(-)	hypothetical protein, conserved	protein coding	Tb927.3.2750	
Tb927.3.2760	Tb927_03_v5.1:706,555..711,329(-)	hypothetical protein, conserved	protein coding	Tb927.3.2760	
Tb927.3.2770	Tb927_03_v5.1:711,457..715,363(-)	Mitochondrial processome subunit 3	protein coding	Tb927.3.2770	
Tb927.3.2780	Tb927_03_v5.1:716,118..719,483(-)	hypothetical protein, conserved	protein coding	Tb927.3.2780	
Tb927.3.2790	Tb927_03_v5.1:720,110..723,646(-)	leucine-rich repeat protein (LRRP), putative	protein coding	Tb927.3.2790	
Tb927.3.2800	Tb927_03_v5.1:724,157..726,207(-)	hypothetical protein	protein coding	Tb927.3.2800	
Tb927.3.2810	Tb927_03_v5.1:726,539..731,670(-)	hypothetical protein, conserved	protein coding	Tb927.3.2810	
Tb927.3.2820	Tb927_03_v5.1:731,793..733,873(-)	TFIIF-stimulated CTD phosphatase, putative	protein coding	Tb927.3.2820	
Tb927.3.2830	Tb927_03_v5.1:734,301..735,634(-)	brix domain containing protein, putative	protein coding	Tb927.3.2830	
Tb927.3.2840	Tb927_03_v5.1:735,570..736,861(-)	inorganic pyrophosphatase, putative	protein coding	Tb927.3.2840	
Tb927.3.2850	Tb927_03_v5.1:737,199..737,818(-)	Got1/Sft2-like family, putative	protein coding	Tb927.3.2850	
Tb927.3.2860	Tb927_03_v5.1:738,680..739,591(-)	hypothetical protein, conserved	protein coding	Tb927.3.2860	
Tb927.3.2870	Tb927_03_v5.1:739,808..742,549(-)	multicopper oxidase, putative	protein coding	Tb927.3.2870	
Tb927.3.2880	Tb927_03_v5.1:742,652..743,803(-)	Mitochondrial ATP synthase subunit, putative	protein coding	Tb927.3.2880	
Tb927.3.2890	Tb927_03_v5.1:744,287..745,481(-)	radial spoke protein RSP10, putative	protein coding	Tb927.3.2890	
Tb927.3.2900	Tb927_03_v5.1:746,517..748,191(-)	eukaryotic translation initiation factor 2 subunit alpha	protein coding	Tb927.3.2900	
Tb927.3.2910	Tb927_03_v5.1:749,404..749,959(-)	hypothetical protein, conserved	protein coding	Tb927.3.2910	
Tb927.3.2920	Tb927_03_v5.1:750,359..751,943(-)	hypothetical protein, conserved	protein coding	Tb927.3.2920	
Tb927.3.2930	Tb927_03_v5.1:752,088..757,611(-)	RNA-binding protein RBP6, putative	protein coding	Tb927.3.2930	
Tb927.3.2940	Tb927_03_v5.1:758,043..759,665(-)	hypothetical protein, conserved	protein coding	Tb927.3.2940	
Tb927.3.2950	Tb927_03_v5.1:759,963..762,893(-)	ribonuclease inhibitor- like protein	protein coding	Tb927.3.2950	
